ID TIME BLK #BLOCKS
217 18.6 3 2
217 41.714 4 1
217 56.796 5 2
217 79.943 7 3
217 104.248 8 2
217 111.475 9 2
217 122.974 10 1
217 143.581 11 2
217 170.611 13 4
217 200.076 15 4
217 211.118 16 1
217 214.84 16 1
217 226.044 17 1
217 242.004 18 1
217 257.008 19 1
217 265.064 19 1
217 280.939 20 2
217 320.633 23 6
217 357.802 25 4
217 381.663 27 3
217 391.78 28 1
217 407.159 29 1
217 422.236 30 1
217 445.897 31 1
217 452.404 32 1
217 457.642 32 1
217 466.918 33 1
217 482.318 34 2
217 521.274 36 2
217 543.547 38 3
217 567.562 39 2
217 579.075 40 1
217 585.865 41 1
217 604.944 42 1
