ID TIME BLK CHAINDATASIZE %CPU
218 77.55 7 183770 42.45
218 109.38 9 187746 42.28
218 166.641 13 197589 42.05
218 212.546 16 221255 42.03
218 256.92 19 235978 42.04
218 301.527 22 259679 42.04
218 347.513 25 274745 42.0
