ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
211 58.301 4 0 0 [] []
211 33.872 4 0 0 [] []
211 39.162 4 0 0 [] []
211 44.451 4 0 0 [] []
211 49.543 4 0 1 [] ['213']
211 54.714 4 0 0 [] []
211 60.12 4 0 1 [] ['210']
211 65.334 4 0 1 [] ['210']
211 70.641 4 0 0 [] []
211 75.92 4 0 0 [] []
211 81.214 4 0 0 [] []
211 86.507 4 0 0 [] []
211 91.82 4 1 1 ['217'] ['217']
211 97.127 4 1 2 ['213'] ['213', '217']
211 102.204 5 0 1 [] ['213']
211 107.493 5 0 0 [] []
211 112.631 5 0 1 [] ['214']
211 117.783 5 0 0 [] []
211 123.059 5 0 0 [] []
211 128.352 5 0 0 [] []
211 133.653 5 0 0 [] []
211 138.962 5 1 1 ['222'] ['222']
211 144.261 5 1 1 ['226'] ['226']
211 149.391 7 0 1 [] ['226']
211 154.425 7 0 0 [] []
211 159.744 7 1 1 ['224'] ['224']
211 165.029 7 0 0 [] []
211 170.324 7 0 0 [] []
211 175.661 7 1 1 ['213'] ['213']
211 180.846 9 0 1 [] ['213']
211 186.176 9 1 2 ['226'] ['226', '213']
211 191.285 10 1 2 ['226'] ['226', '213']
211 196.604 10 1 0 ['226'] []
211 201.669 10 0 0 [] []
211 207.0 11 0 0 [] []
211 212.22 11 2 2 ['210', '209'] ['210', '218']
211 217.656 12 1 3 ['210'] ['209', '210', '218']
211 222.982 12 0 3 [] ['209', '210', '218']
211 228.185 12 1 2 ['214'] ['214', '210']
211 233.34 12 0 1 [] ['214']
211 240.768 13 0 0 [] []
211 245.976 13 0 2 [] ['214', '210']
211 251.546 14 0 1 [] ['210']
211 256.701 14 0 0 [] []
211 262.031 14 0 0 [] []
211 267.321 14 0 0 [] []
211 272.617 14 0 0 [] []
211 277.924 14 0 0 [] []
211 283.223 14 0 0 [] []
211 288.519 14 0 0 [] []
211 293.809 14 0 0 [] []
211 299.074 14 1 2 ['222'] ['222', '217']
211 304.238 14 0 1 [] ['222']
211 309.617 16 0 1 [] ['222']
211 314.856 16 0 0 [] []
211 320.243 16 0 0 [] []
211 325.502 16 0 0 [] []
211 330.859 16 0 0 [] []
211 336.228 16 0 0 [] []
211 341.509 16 0 0 [] []
211 346.808 16 0 0 [] []
211 352.41 16 1 1 ['217'] ['217']
211 357.841 19 0 1 [] ['217']
211 362.973 19 0 0 [] []
211 368.287 19 0 0 [] []
211 373.597 19 0 0 [] []
211 378.93 19 0 1 [] ['226']
211 384.083 20 0 0 [] []
211 389.346 20 0 1 [] ['214']
211 394.662 20 0 2 [] ['214', '217']
211 399.989 20 1 3 ['209'] ['209', '210', '217']
211 405.324 20 0 1 [] ['210']
211 410.527 22 0 0 [] []
211 415.667 22 0 0 [] []
211 421.007 22 1 1 ['214'] ['214']
211 426.385 22 1 2 ['226'] ['226', '214']
211 431.715 22 0 1 [] ['226']
211 437.031 22 0 0 [] []
211 442.326 22 0 0 [] []
211 447.806 22 1 0 ['217'] []
211 453.081 22 0 1 [] ['217']
211 458.336 22 1 0 ['217'] []
211 463.726 22 1 2 ['210'] ['210', '217']
211 468.846 23 0 1 [] ['210']
211 474.105 23 0 1 [] ['210']
211 479.357 23 0 0 [] []
211 484.644 23 0 0 [] []
211 489.979 23 0 0 [] []
211 495.275 23 0 0 [] []
211 500.648 23 0 1 [] ['222']
211 505.969 23 0 0 [] []
211 511.362 23 1 1 ['213'] ['213']
211 516.419 23 0 1 [] ['224']
211 521.766 25 0 1 [] ['224']
211 527.266 25 0 1 [] ['210']
211 532.476 25 0 1 [] ['210']
211 537.796 25 0 1 [] ['210']
211 543.127 25 0 0 [] []
211 548.479 25 0 0 [] []
211 553.741 25 0 0 [] []
211 559.063 25 0 0 [] []
211 564.373 25 0 0 [] []
211 569.653 25 0 0 [] []
211 574.946 25 0 0 [] []
211 580.263 25 0 0 [] []
211 585.61 25 0 0 [] []
211 590.947 25 0 0 [] []
211 596.249 25 0 0 [] []
211 601.572 25 0 0 [] []
211 606.868 25 0 0 [] []
211 612.178 25 0 0 [] []
211 617.52 25 0 0 [] []
211 622.815 25 0 0 [] []
211 628.109 25 0 0 [] []
211 633.429 25 0 0 [] []
211 638.516 25 1 0 ['226'] []
211 643.844 25 1 1 ['226'] ['226']
211 649.269 31 1 2 ['226'] ['226', '209']
211 654.424 32 0 2 [] ['226', '209']
211 659.574 32 0 1 [] ['209']
211 664.912 32 0 1 [] ['209']
211 670.26 33 0 1 [] ['209']
211 675.529 33 0 0 [] []
211 680.846 33 0 0 [] []
211 686.182 33 0 0 [] []
211 691.198 33 0 0 [] []
211 696.562 33 1 2 ['218'] ['214', '218']
211 701.925 33 0 2 [] ['214', '218']
211 707.34 34 2 2 ['209', '218'] ['209', '214']
211 712.84 34 0 2 [] ['209', '218']
211 718.216 34 0 2 [] ['209', '213']
211 723.787 35 0 2 [] ['209', '213']
211 728.976 35 0 0 [] []
211 734.33 35 0 1 [] ['222']
211 739.675 35 0 0 [] []
211 745.005 35 1 1 ['224'] ['224']
211 750.146 36 0 1 [] ['224']
211 755.396 36 2 0 ['217', '224'] []
211 760.753 36 2 2 ['217', '224'] ['224', '217']
211 767.374 37 1 2 ['210'] ['210', '217']
211 772.745 37 1 1 ['210'] ['210']
211 777.966 37 0 1 [] ['210']
211 783.43 38 0 1 [] ['210']
211 788.852 38 0 1 [] ['210']
211 794.159 38 0 0 [] []
211 799.55 38 0 0 [] []
211 804.933 38 1 1 ['217'] ['217']
211 810.191 38 0 1 [] ['217']
211 815.293 38 2 1 ['214', '226'] ['214']
211 821.203 39 0 2 [] ['226', '214']
211 826.642 39 0 2 [] ['226', '214']
211 831.706 39 1 2 ['209'] ['226', '209']
211 836.889 40 0 1 [] ['209']
211 841.964 40 0 0 [] []
211 847.088 40 1 2 ['213'] ['213', '214']
211 852.608 41 1 3 ['218'] ['213', '214', '218']
211 858.16 41 1 3 ['209'] ['209', '214', '218']
211 863.372 41 0 2 [] ['209', '218']
211 868.653 41 0 0 [] []
211 873.97 41 0 1 [] ['214']
