ID TIME BLK #BLOCKS
213 16.744 3 1
213 28.344 3 1
213 33.765 4 1
213 60.568 5 1
213 77.136 6 1
213 88.376 6 1
213 98.143 7 1
213 110.604 8 1
213 123.95 9 1
213 126.843 9 2
213 138.992 10 1
213 142.813 10 1
213 155.691 11 1
213 169.987 12 1
213 185.286 13 1
213 209.181 14 2
213 249.584 17 4
213 278.167 19 3
213 286.959 19 1
213 308.986 21 2
213 322.115 21 1
213 327.759 22 1
213 341.473 23 1
213 369.152 24 1
213 375.631 25 1
213 409.187 26 1
213 418.758 27 1
213 421.931 28 2
213 436.209 29 1
213 449.361 30 1
213 456.581 30 1
