ID TIME BLK %CPU CHAINDATASIZE
213 64.383 44 308232 26.25
213 124.689 48 317083 26.42
213 178.624 51 323307 26.58
213 316.073 51 323452 26.87
213 346.609 57 343448 26.96
213 361.541 57 343656 27.08
213 406.515 57 343656 27.11
213 451.549 57 343656 27.1
213 546.38 67 385715 27.63
213 590.862 69 396224 27.87
213 617.605 71 405151 27.94
213 716.177 76 422304 28.36
213 727.929 77 427606 28.45
213 782.842 80 445527 28.79
213 822.898 82 461035 28.98
213 872.086 85 484464 29.29
213 914.898 88 523363 29.62
213 956.968 91 533193 29.88
213 1008.047 94 546451 30.07
213 1048.435 97 571518 30.23
213 1094.164 100 586944 30.43
213 1244.171 103 597730 30.97
213 1257.874 107 616266 31.06
213 1310.361 110 641752 31.39
213 1342.769 112 648751 31.39
213 1391.471 115 671531 31.63
213 1434.682 118 690756 31.84
213 1480.006 121 706155 32.03
213 1632.376 125 715471 32.26
