ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
105 2.846 4 21.00 0 0 13 0 0 0 False False
105 17.78 5 21.00 0 0 21 0 0 0 False False
