ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
214 5.899 2 0 0 0   
214 8.271 2 1 1 1 209 209 209
214 10.776 2 1 1 1 209 209 209
214 13.302 2 2 2 2 209;217 217;209 217;209
214 15.895 2 2 2 2 209;217 217;209 217;209
214 18.515 3 2 1 1 217 217;209 217
214 20.889 3 2 0 0  217;209 
214 23.559 3 2 0 0  217;209 
214 25.979 3 1 0 0  217 
214 28.11 3 1 1 1 217 217 217
214 30.555 3 0 1 1 217  217
214 33.124 3 1 2 2 210;217 210 217;210
214 35.473 4 1 1 0 210 210 
214 38.181 4 1 1 1 210 210 210
214 40.529 4 2 2 1 210;218 210;218 210
214 43.162 4 3 3 3 218;210;226 226;210;218 210;218;226
214 46.689 5 3 2 2 218;226 226;210;218 218;226
214 49.496 5 3 2 1 226;217 226;210;218 226
214 52.882 5 4 2 2 217;218 217;226;210;218 218;217
214 56.842 5 4 3 2 217;218;226 217;226;210;218 218;217
214 61.036 5 4 1 1 218 217;226;210;218 218
214 63.91 6 3 0 0  226;210;218 
214 67.319 6 4 1 1 211 226;211;210;218 211
214 70.757 6 4 2 2 211;218 226;211;210;218 218;211
214 74.379 6 4 1 0 218 226;211;210;218 
214 79.687 7 3 0 0  226;211;218 
214 83.328 7 3 2 0 218;213 226;211;213 
214 87.179 7 4 2 0 213;217 217;226;211;213 
214 90.221 7 4 0 0  217;226;211;213 
214 93.233 8 3 1 1 217 217;211;213 217
214 96.113 8 3 1 1 217 217;211;213 217
214 99.739 8 3 2 1 217;218 217;211;213 217
214 104.454 8 4 1 0 218 217;211;213;218 
214 108.009 9 2 1 0 217 211;213 
214 110.663 9 2 1 1 217 211;213 217
214 113.205 9 2 1 1 217 211;213 217
214 115.974 9 2 2 1 217;226 211;213 217
214 119.905 9 3 1 1 217 226;211;213 217
214 122.746 9 3 1 0 210 217;226;213 
214 125.469 10 4 0 0  217;226;210;213 
214 128.544 10 4 0 0  217;226;210;213 
214 131.422 10 3 1 1 210 217;226;210 210
214 134.901 10 4 3 3 210;224;211 224;226;211;210 210;224;211
214 138.747 11 4 2 1 224;211 224;226;211;210 211
214 142.654 11 4 2 1 211;210 224;226;211;210 211
214 146.043 11 4 1 1 210 224;226;211;210 210
214 149.262 11 4 2 2 218;211 224;226;211;210 218;211
214 155.306 12 5 2 0 210;218 224;226;211;210;218 
214 158.286 12 4 1 0 218 224;211;210;218 
214 161.286 12 4 1 1 210 224;211;210;218 210
214 165.272 12 4 0 0  224;211;210;218 
214 168.763 13 4 1 1 210 224;211;210;218 210
214 171.671 13 4 0 0  224;211;210;218 
214 174.543 13 2 0 0  211;218 
214 177.204 13 1 0 0  218 
214 179.616 13 1 0 0  218 
214 182.003 13 1 0 0  218 
214 184.293 14 1 0 0  218 
214 186.767 14 0 1 1 218  218
214 189.366 14 1 1 1 218 218 218
214 192.791 14 1 1 1 226 226 226
214 194.98 14 1 2 2 226;224 226 224;226
214 197.256 14 1 2 2 226;224 226 224;226
214 200.287 14 1 2 2 226;209 226 209;226
214 203.129 15 2 2 2 209;226 226;209 209;226
214 205.37 15 2 1 0 226 226;209 
214 208.104 15 3 1 0 217 217;226;209 
214 210.574 15 3 0 0  217;226;209 
214 213.171 16 3 0 0  217;226;209 
214 215.817 16 3 0 0  217;226;209 
214 218.366 16 3 0 0  217;226;209 
214 221.108 16 3 0 0  217;226;209 
214 223.711 16 2 1 0 210 217;210 
214 225.889 16 2 0 0  217;210 
214 228.503 17 2 0 0  226;210 
214 231.046 17 2 0 0  226;210 
214 233.569 17 0 0 0   
214 236.081 17 1 0 0  210 
214 238.686 17 1 1 1 211 210 211
214 241.173 17 2 1 1 211 211;210 211
214 243.987 17 2 0 0  211;210 
214 246.166 18 2 0 0  211;210 
214 248.486 18 1 1 1 209 211 209
214 251.01 18 2 1 1 209 211;209 209
214 253.744 18 3 2 2 209;217 217;211;209 217;209
214 256.083 18 4 2 1 217;224 224;217;211;209 217
214 258.565 18 4 1 1 224 224;217;211;209 224
214 261.322 19 4 1 1 224 224;217;211;209 224
214 264.157 19 4 1 0 209 224;217;211;209 
214 266.866 19 4 1 1 209 224;217;211;209 209
214 269.783 19 3 1 0 218 217;211;209 
214 272.792 19 4 3 2 218;213;209 217;209;213;218 218;213
214 276.226 20 3 2 1 218;209 209;213;218 218
214 279.185 20 3 1 1 218 209;213;218 218
214 281.714 20 3 1 0 213 209;213;218 
214 285.015 20 3 1 1 209 209;213;218 209
214 288.717 21 4 2 2 210;217 217;209;213;218 210;217
214 292.151 21 4 1 0 210 217;209;213;218 
214 294.997 21 5 0 0  217;210;209;213;218 
214 297.905 21 4 0 0  217;210;213;218 
214 300.344 21 4 0 0  217;210;213;218 
214 303.016 21 4 0 0  217;210;213;218 
214 305.622 22 3 0 0  217;210;218 
214 308.417 22 3 0 0  217;210;213 
214 310.833 22 3 0 0  217;210;218 
214 313.278 22 2 0 0  210;218 
214 315.748 22 1 0 0  210 
214 318.252 22 1 1 1 210 210 210
214 320.394 22 1 1 1 213 210 213
214 323.081 23 2 2 1 213;217 210;213 217
