ID TIME BLK %CPU CHAINDATASIZE
213 77.871 4 189697 20.11
213 123.014 4 189697 20.1
213 167.911 4 189697 20.12
213 212.973 4 189697 20.17
213 258.009 4 189697 20.16
213 546.198 19 228157 20.77
213 548.03 19 228157 20.77
