ID TIME BLK VOTE
213 63.095 6 2610294
213 105.896 8 None
213 148.868 11 None
213 191.411 14 None
213 245.381 17 3071539
213 294.057 20 2716129
213 338.831 23 2516592
213 371.396 24 None
213 426.059 28 2555650
213 472.9 31 2809561
