ID TIME BLK %CPU CHAINDATASIZE
209 181.189 49 331486 25.58
209 296.153 55 354817 25.96
209 402.305 58 365720 26.59
209 414.395 59 369005 26.69
209 447.939 59 369005 26.68
209 492.933 63 397602 26.88
209 537.87 63 397602 26.81
209 632.443 72 428334 27.1
209 633.247 72 428334 27.11
209 678.292 73 450634 27.27
209 752.254 78 476067 27.44
209 775.259 80 487933 27.51
209 821.046 83 513064 27.63
209 869.332 85 541922 27.77
209 912.755 88 577358 27.92
209 956.95 91 587045 28.0
209 1003.452 94 596733 28.07
209 1049.075 97 623068 28.19
209 1092.338 100 637505 28.29
209 1137.13 103 650695 28.35
209 1200.208 105 678694 28.48
209 1218.409 105 693065 28.6
209 1279.891 108 765588 28.8
209 1312.796 110 779100 28.85
209 1356.446 113 785991 28.89
209 1402.966 116 819807 29.04
209 1564.174 118 835022 29.21
