ID TIME BLK #BLOCKS
211 15.939 4 1
211 32.438 5 1
211 46.793 6 2
211 68.113 7 1
211 80.437 7 2
211 110.526 9 4
211 165.128 13 6
211 196.295 15 2
211 206.725 16 1
211 221.573 17 1
211 238.72 18 1
211 253.944 19 1
211 270.12 20 1
211 285.985 21 1
211 304.7 22 1
211 308.206 22 1
211 310.123 22 1
211 323.446 23 1
211 333.146 23 2
211 352.68 25 2
211 368.222 26 2
211 387.148 27 1
211 397.435 28 1
211 404.653 28 1
211 414.939 29 2
211 444.802 31 5
211 467.34 32 2
211 470.059 33 1
211 494.893 34 3
211 512.196 35 1
211 538.291 36 4
211 594.081 40 5
211 622.066 42 3
211 684.692 46 8
211 777.165 52 11
211 847.393 56 6
211 865.354 58 2
211 873.878 59 1
211 879.011 59 1
211 885.933 60 1
211 934.875 59 1
211 940.559 63 4
211 969.852 65 2
211 1000.38 67 3
211 1058.995 71 7
211 1113.59 75 4
211 1149.851 77 6
211 1165.071 78 1
211 1172.938 79 1
211 1181.38 79 1
211 1191.043 80 3
211 1216.988 82 3
211 1266.698 85 7
211 1304.112 87 3
211 1318.819 88 2
211 1328.285 89 2
211 1336.801 90 1
