ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
214 217.477 3 0 0 [] []
214 222.646 3 0 0 [] []
214 227.943 3 0 0 [] []
214 233.24 3 0 0 [] []
214 238.546 3 0 0 [] []
214 243.837 5 0 1 [] ['222']
214 249.167 5 0 2 [] ['222', '210']
214 254.476 5 0 1 [] ['210']
214 259.777 5 0 0 [] []
214 265.075 5 0 0 [] []
214 270.357 5 0 0 [] []
214 275.651 5 0 0 [] []
214 281.165 5 0 1 [] ['210']
214 286.574 7 1 1 ['211'] ['210']
214 291.704 7 1 2 ['213'] ['211', '213']
214 297.01 7 0 1 [] ['213']
214 302.045 7 2 1 ['210', '209'] ['213']
214 307.327 7 1 1 ['209'] ['209']
214 313.132 8 1 1 ['209'] ['209']
214 318.342 8 0 2 [] ['209', '210']
214 323.568 8 1 1 ['209'] ['209']
214 328.961 8 0 0 [] []
214 334.194 8 1 0 ['209'] []
214 339.284 8 0 1 [] ['209']
214 344.514 8 0 0 [] []
214 350.095 8 0 1 [] ['226']
214 355.267 11 0 1 [] ['226']
214 360.562 11 0 1 [] ['226']
214 365.604 12 0 0 [] []
214 370.894 13 0 0 [] []
214 376.264 13 0 0 [] []
214 381.583 13 1 1 ['211'] ['211']
214 386.96 14 0 1 [] ['211']
214 392.341 14 1 2 ['210'] ['211', '210']
214 397.581 14 0 0 [] []
214 402.891 14 0 0 [] []
214 408.211 14 0 0 [] []
214 413.542 14 0 0 [] []
214 418.848 14 0 0 [] []
214 424.147 14 0 0 [] []
214 429.482 14 0 0 [] []
214 434.811 14 1 1 ['218'] ['218']
214 439.9 14 0 1 [] ['218']
214 444.96 17 0 1 [] ['218']
214 450.265 17 0 1 [] ['218']
214 455.589 18 0 1 [] ['218']
214 460.614 19 0 1 [] ['218']
214 465.913 19 0 0 [] []
214 470.923 19 0 0 [] []
214 475.942 19 0 0 [] []
214 481.277 19 0 1 [] ['209']
214 487.066 19 1 1 ['213'] ['213']
214 492.524 19 1 2 ['213'] ['226', '213']
214 497.833 20 2 2 ['213', '211'] ['226', '211']
214 503.012 21 0 1 [] ['211']
214 510.262 22 0 1 [] ['211']
214 515.469 22 1 0 ['213'] []
214 520.821 22 0 0 [] []
214 526.141 22 0 0 [] []
214 531.43 22 0 0 [] []
214 536.798 22 0 0 [] []
214 542.404 22 1 1 ['226'] ['226']
214 547.783 22 1 1 ['226'] ['226']
214 553.142 22 0 1 [] ['226']
214 558.425 22 0 1 [] ['210']
214 563.778 23 0 1 [] ['210']
214 569.064 23 0 0 [] []
214 574.414 23 1 1 ['218'] ['218']
214 579.495 23 2 2 ['213', '218'] ['213', '218']
214 585.057 25 1 1 ['210'] ['213']
214 591.076 26 1 2 ['217'] ['217', '210']
214 596.932 27 0 3 [] ['217', '209', '210']
214 602.552 27 0 4 [] ['217', '226', '209', '210']
214 608.602 28 0 4 [] ['217', '226', '209', '210']
214 613.879 28 0 3 [] ['217', '226', '209']
214 619.206 28 0 1 [] ['226']
214 624.417 28 0 0 [] []
214 629.726 28 0 0 [] []
