ID TIME BLK #BLOCKS
217 16.968 3 1
217 27.268 3 1
217 33.457 4 1
217 46.465 5 1
217 62.456 6 1
217 87.849 6 1
217 104.677 7 1
217 118.179 8 2
217 132.295 9 2
217 142.13 10 2
217 150.079 10 1
217 153.929 11 1
217 169.212 12 2
217 182.923 13 1
217 198.12 14 1
217 201.22 14 1
217 214.003 15 1
217 217.214 15 1
217 230.551 16 2
217 238.277 16 1
217 251.192 17 1
217 261.163 18 2
217 288.903 19 1
217 305.033 21 2
217 325.485 22 2
217 341.323 23 1
217 350.145 24 1
217 369.698 25 1
217 385.649 26 1
217 400.074 26 1
217 405.661 26 1
