ID TIME BLK VOTE
222 191.698 5 None
222 193.6 5 None
222 246.613 8 3649921
222 283.764 8 None
222 330.849 8 None
222 405.984 15 3095009
222 419.068 15 None
222 537.917 19 3135981
222 540.874 19 None
222 586.919 19 None
222 630.455 19 None
222 675.287 19 None
222 721.021 19 None
222 771.504 26 None
222 1074.867 35 2830774
