ID TIME BLK %CPU CHAINDATASIZE
217 39.099 4 177919 13.44
217 49.11 4 177919 13.46
217 59.11 4 177919 13.48
217 69.121 4 177919 13.62
217 79.408 4 177919 13.8
217 89.409 4 177919 14.13
217 99.299 4 177919 14.42
217 109.166 4 177919 14.47
217 119.179 4 177919 14.48
217 129.744 6 183236 14.69
217 139.726 6 183236 15.01
217 149.555 7 189662 15.29
217 159.274 7 189766 15.43
217 169.443 8 189766 15.6
217 191.636 10 196721 16.1
217 192.292 10 196721 16.12
217 202.301 10 196721 16.43
217 212.266 11 198697 16.58
217 271.554 14 209327 17.36
217 272.231 14 209327 17.38
217 282.0 14 209535 17.59
217 336.85 18 227394 18.63
217 338.058 18 227394 18.66
217 347.697 18 227498 18.94
217 357.542 18 227602 19.04
217 367.443 19 228853 19.28
217 421.914 23 239195 19.99
217 423.138 23 239195 20.02
217 433.488 24 242381 20.29
217 443.483 24 246829 20.56
217 452.797 24 246933 20.77
217 462.796 24 246933 20.77
217 472.901 24 250110 20.98
217 482.919 24 250110 21.04
217 493.016 24 250110 21.11
217 502.859 24 250110 21.18
217 512.871 24 250110 21.18
217 523.174 24 250110 21.34
217 589.924 29 260725 22.38
217 633.071 29 267900 23.2
217 633.584 29 267900 23.21
217 643.429 29 267900 23.36
217 653.461 30 269665 23.37
217 663.477 30 269665 23.36
217 673.481 30 269665 23.33
217 683.497 30 269665 23.31
217 693.497 30 269665 23.29
217 703.527 30 269665 23.27
217 713.825 30 269665 23.28
217 723.512 32 273345 23.44
217 733.538 32 273345 23.42
217 743.519 32 273345 23.4
217 753.529 32 273345 23.37
217 763.923 37 282440 23.54
217 774.152 37 283669 23.78
217 783.715 38 286302 24.0
217 793.759 38 286510 24.1
217 803.63 38 286510 24.14
217 813.803 38 286510 24.25
217 868.136 41 298275 24.75
217 885.656 43 304358 25.14
217 960.429 45 312104 25.88
217 1009.553 48 324677 26.42
217 1074.416 50 337590 27.09
217 1081.943 51 339649 27.24
217 1144.188 53 352702 27.59
217 1144.816 53 352702 27.6
217 1154.528 53 352806 27.62
217 1164.52 53 352806 27.59
217 1174.576 53 352806 27.58
217 1184.617 53 352806 27.65
217 1194.851 55 364485 27.81
217 1204.547 55 364693 27.88
217 1222.185 58 381289 28.2
217 1261.207 59 383270 28.65
217 1262.315 59 383270 28.67
217 1271.917 59 383374 28.8
217 1281.799 59 383374 28.77
217 1291.834 59 383374 28.74
217 1301.831 59 383374 28.71
217 1311.822 59 383374 28.68
217 1321.843 59 383374 28.65
217 1331.841 59 383374 28.62
217 1342.129 59 383374 28.69
217 1371.222 63 405751 29.18
217 1477.583 69 428026 29.8
217 1537.77 71 433877 30.12
217 1598.466 75 442944 30.38
217 1618.249 76 455668 30.69
217 1634.431 77 457348 30.96
217 1756.809 80 468058 31.74
