ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
224 0 3 0 0 [] []
224 53 3 1 1 ['222'] ['222']
224 106 3 0 0 [] []
224 158 3 0 0 [] []
224 211 3 1 0 ['209'] []
224 265 4 1 0 ['209'] []
224 318 4 1 0 ['222'] []
224 372 4 1 2 ['209'] ['222', '209']
224 425 5 0 1 [] ['209']
224 478 5 0 0 [] []
224 533 5 0 1 [] ['222']
224 586 6 0 0 [] []
224 640 6 1 1 ['209'] ['209']
224 693 7 1 1 ['209'] ['209']
224 746 7 0 0 [] []
224 799 7 0 0 [] []
224 852 7 1 1 ['209'] ['209']
224 905 7 0 0 [] []
224 958 7 0 0 [] []
224 1011 7 1 1 ['222'] ['222']
224 1064 7 1 1 ['222'] ['222']
224 1117 7 1 0 ['222'] []
224 1170 7 1 1 ['209'] ['209']
224 1224 7 1 0 ['209'] []
224 1278 10 0 1 [] ['209']
224 1331 10 0 0 [] []
224 1382 11 1 0 ['209'] []
224 1436 11 2 1 ['209', '222'] ['222']
224 1490 12 0 1 [] ['222']
224 1543 12 0 0 [] []
224 1596 12 2 1 ['209', '222'] ['209']
224 1649 13 1 0 ['209'] []
224 1701 13 1 0 ['209'] []
224 1754 13 0 0 [] []
224 1807 13 0 0 [] []
224 1858 14 1 1 ['222'] ['222']
224 1911 14 0 0 [] []
224 1964 14 0 0 [] []
224 2017 15 0 0 [] []
224 2070 15 0 1 [] ['209']
224 2123 15 1 0 ['209'] []
224 2176 15 0 0 [] []
224 2229 15 0 0 [] []
224 2281 15 0 1 [] ['222']
224 2333 15 0 1 [] ['222']
224 2386 16 0 0 [] []
224 2439 16 0 0 [] []
224 2492 17 0 0 [] []
224 2545 17 0 0 [] []
224 2598 17 0 0 [] []
224 2652 18 0 1 [] ['222']
224 2705 18 0 0 [] []
224 2759 18 0 1 [] ['222']
224 2810 19 1 0 ['209'] []
224 2862 19 0 1 [] ['209']
224 2914 19 0 0 [] []
224 2967 19 0 0 [] []
224 3020 19 0 1 [] ['222']
224 3073 20 0 0 [] []
224 3126 21 0 0 [] []
224 3179 21 0 0 [] []
224 3233 21 0 0 [] []
224 3284 21 1 0 ['222'] []
224 3338 22 0 1 [] ['222']
224 3391 22 0 0 [] []
224 3442 22 1 0 ['222'] []
224 3495 23 1 2 ['209'] ['222', '209']
224 3547 23 0 2 [] ['222', '209']
224 3600 23 0 0 [] []
224 3653 24 1 0 ['209'] []
224 3703 24 0 0 [] []
224 3757 24 1 0 ['209'] []
224 3810 24 0 0 [] []
224 3860 25 0 0 [] []
224 3913 25 0 0 [] []
224 3966 25 1 0 ['222'] []
224 4020 26 0 1 [] ['222']
224 4073 26 1 0 ['209'] []
224 4126 26 0 0 [] []
224 4179 26 0 0 [] []
224 4231 26 0 0 [] []
224 4285 26 2 1 ['222', '209'] ['209']
224 4339 27 0 2 [] ['222', '209']
224 4390 27 0 0 [] []
224 4442 27 0 0 [] []
224 4495 28 0 0 [] []
224 4546 28 1 1 ['222'] ['222']
224 4598 28 1 1 ['209'] ['222']
224 4649 29 0 1 [] ['222']
224 4703 29 0 0 [] []
224 4756 29 0 0 [] []
224 4806 30 0 0 [] []
224 4859 30 1 0 ['209'] []
224 4912 30 0 0 [] []
