ID TIME BLK #BLOCKS
224 17.81 3 1
224 21.749 3 1
224 32.362 4 1
224 44.263 4 1
224 48.287 5 2
224 74.72 6 3
224 91.995 7 1
224 119.598 9 4
224 170.2 12 6
224 182.186 13 1
224 193.669 13 1
224 201.003 14 1
224 208.747 14 1
224 221.408 15 1
224 228.243 16 1
224 253.754 17 1
224 258.791 18 2
224 271.739 19 1
224 284.868 19 1
224 294.604 20 1
224 315.75 22 2
224 350.3 24 4
224 366.665 25 1
224 374.04 25 1
224 378.228 26 1
224 391.461 27 1
224 405.955 28 1
224 414.238 28 1
224 420.381 29 1
224 457.733 31 1
224 479.003 32 3
