ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
213 13.123 3 0 0 [] []
213 18.317 4 0 0 [] []
213 23.614 4 0 0 [] []
213 28.898 4 0 0 [] []
213 33.956 4 1 0 ['222'] []
213 39.202 4 1 1 ['222'] ['222']
213 44.514 4 0 2 [] ['217', '222']
213 49.882 6 0 1 [] ['217']
213 55.182 6 0 1 [] ['217']
213 60.48 6 0 0 [] []
213 65.786 6 0 0 [] []
213 71.142 6 1 1 ['217'] ['217']
213 76.703 6 1 1 ['217'] ['217']
213 81.893 6 2 1 ['217', '224'] ['224']
213 88.114 7 0 2 [] ['224', '222']
213 93.59 7 1 2 ['224'] ['224', '222']
213 98.851 7 0 1 [] ['222']
213 104.193 7 0 0 [] []
213 109.591 7 1 1 ['209'] ['209']
213 114.931 7 0 1 [] ['209']
213 120.185 7 0 0 [] []
213 125.572 7 0 1 [] ['214']
213 130.71 9 0 0 [] []
213 136.065 9 1 1 ['224'] ['224']
213 141.65 9 0 2 [] ['211', '224']
213 146.821 9 0 1 [] ['224']
213 152.144 9 1 1 ['224'] ['224']
213 157.429 9 1 0 ['224'] []
213 162.757 9 0 0 [] []
213 168.091 9 1 1 ['209'] ['209']
213 173.443 9 0 1 [] ['209']
213 178.782 10 0 1 [] ['209']
213 184.083 11 1 0 ['209'] []
213 189.219 11 1 0 ['209'] []
213 194.396 11 1 0 ['209'] []
213 199.699 11 1 0 ['209'] []
213 205.015 11 0 0 [] []
213 210.111 12 0 1 [] ['210']
213 215.302 12 1 2 ['224'] ['224', '210']
213 220.472 12 0 1 [] ['224']
213 225.785 12 0 0 [] []
213 231.099 12 0 0 [] []
213 236.413 12 0 0 [] []
213 241.732 12 0 0 [] []
213 246.786 12 1 1 ['217'] ['217']
213 252.022 13 0 1 [] ['217']
213 257.219 13 0 0 [] []
213 262.544 13 0 0 [] []
213 267.843 13 0 0 [] []
213 273.172 13 0 0 [] []
213 278.219 13 1 1 ['214'] ['214']
213 283.264 13 0 1 [] ['214']
213 288.617 13 1 1 ['210'] ['210']
213 293.732 13 0 1 [] ['210']
213 298.965 13 0 0 [] []
213 303.983 13 0 0 [] []
213 309.334 13 1 1 ['224'] ['224']
213 314.824 13 0 1 [] ['224']
213 320.025 13 0 0 [] []
213 325.329 13 0 0 [] []
213 330.649 13 0 0 [] []
213 335.961 13 0 0 [] []
213 341.338 13 0 0 [] []
213 346.632 13 0 0 [] []
213 351.934 13 0 0 [] []
213 357.239 13 0 0 [] []
213 362.578 13 1 1 ['222'] ['222']
213 367.784 12 1 1 ['222'] ['222']
