ID TIME BLK VOTE
226 55.224 3 None
226 100.225 3 None
226 294.819 11 2959844
226 298.639 11 None
226 342.435 11 None
226 387.424 13 None
226 432.397 13 None
226 533.499 22 3578607
226 547.905 23 3436700
226 581.01 24 None
226 628.987 26 None
226 673.224 27 None
226 925.88 39 3175922
226 940.906 40 3129114
226 973.964 40 None
