ID TIME BLK #BLOCKS
226 18.328 3 1
226 123.854 3 1
226 129.077 5 2
226 143.036 6 1
226 154.442 7 1
226 204.893 8 1
226 255.604 9 1
226 293.914 11 2
226 300.604 11 1
226 373.473 13 2
226 454.716 15 2
226 484.776 18 4
226 500.933 19 1
226 523.897 20 1
226 532.74 21 1
226 536.396 22 1
226 548.18 23 1
226 561.606 24 1
226 603.084 25 1
226 606.282 26 1
226 624.03 26 2
226 640.992 27 1
226 703.664 30 2
226 708.989 30 1
226 713.517 31 1
226 783.399 33 1
226 789.239 34 2
226 853.527 37 2
226 866.587 37 1
226 925.487 39 2
226 944.574 40 1
226 983.8 41 2
