ID TIME BLK #BLOCKS
213 96.347 5 2
213 128.282 6 1
213 130.759 6 1
213 167.178 7 1
213 175.589 9 2
213 188.626 10 1
213 192.758 10 1
213 204.424 11 1
213 207.937 11 1
213 218.039 12 1
213 232.561 13 1
213 248.42 14 1
213 263.061 15 1
213 337.111 16 1
213 344.46 17 2
213 367.117 19 2
213 384.012 20 1
213 402.198 21 1
213 414.136 22 1
213 487.166 24 2
213 567.859 27 3
213 572.884 28 1
213 647.864 28 1
213 653.043 30 2
213 664.324 31 1
213 678.72 32 1
213 717.529 34 2
213 728.014 35 1
213 846.177 36 1
213 851.38 41 5
213 907.023 40 1
213 910.645 43 3
213 988.108 45 1
213 993.956 47 2
213 1027.413 48 3
213 1086.599 49 2
213 1095.425 50 2
213 1126.655 51 1
213 1134.459 52 1
213 1158.961 53 1
213 1163.701 54 2
213 1173.534 55 1
213 1197.108 56 1
213 1201.802 56 1
213 1207.022 57 2
213 1236.724 58 1
213 1319.328 59 1
213 1324.817 60 1
213 1339.515 61 1
213 1354.319 62 1
213 1370.958 63 1
213 1376.836 63 1
213 1385.098 64 1
213 1409.767 65 1
213 1487.457 67 2
213 1500.426 70 4
213 1560.561 71 1
213 1587.781 72 2
213 1592.723 74 2
213 1607.379 75 2
213 1613.194 76 1
213 1640.286 77 1
213 1709.437 78 2
213 1722.677 82 4
213 1766.433 83 2
213 1770.246 83 1
213 1782.726 84 1
