ID TIME BLK %CPU CHAINDATASIZE
213 38.389 4 179562 13.73
213 48.429 4 179562 13.76
213 58.401 4 179562 13.88
213 68.417 4 179562 13.89
213 78.447 4 179562 13.9
213 88.421 4 179562 13.9
213 98.824 5 181870 14.11
213 108.48 5 181870 14.28
213 118.454 5 181870 14.41
213 128.615 6 184402 14.55
213 138.506 6 186022 14.65
213 148.516 6 186022 14.66
213 158.511 6 186022 14.69
213 177.744 9 192360 15.11
213 179.104 9 193321 15.15
213 189.223 10 195424 15.47
213 198.599 10 197608 15.63
213 208.723 11 201650 15.83
213 218.862 12 202797 15.99
213 228.768 12 202901 16.11
213 340.025 17 218715 18.02
213 378.643 20 226154 18.92
213 380.616 20 226154 18.97
213 489.372 24 239317 20.89
213 489.949 24 239317 20.9
213 499.69 24 239317 20.97
213 509.733 24 239317 21.08
213 519.737 24 239317 21.16
213 529.834 24 239317 21.19
213 539.758 24 239317 21.26
213 549.739 24 239317 21.25
213 559.768 24 239317 21.23
213 569.857 28 247838 21.39
213 579.778 28 248046 21.5
213 589.79 28 248046 21.49
213 599.924 28 248046 21.49
213 609.839 28 248046 21.58
213 619.836 28 248046 21.56
213 629.823 28 248046 21.55
213 639.98 28 248046 21.66
213 659.207 31 263033 22.01
213 679.368 32 264796 22.36
213 680.027 32 264796 22.37
213 689.715 32 264900 22.52
213 699.882 32 264900 22.56
213 709.737 32 264900 22.59
213 720.3 35 270119 22.76
213 730.0 35 270327 22.99
213 739.784 35 270535 23.09
213 749.779 35 270535 23.18
213 759.804 35 270535 23.15
213 769.839 35 270535 23.13
213 779.809 35 270535 23.12
213 789.814 35 270535 23.1
213 799.819 35 270535 23.09
213 809.834 35 270535 23.16
213 819.836 35 270535 23.15
213 829.838 35 270535 23.13
213 839.856 35 270535 23.13
213 908.71 43 300009 23.8
213 990.148 46 313495 24.53
213 1028.713 48 322675 24.86
213 1127.786 51 335567 25.77
213 1158.461 53 341352 26.23
213 1158.708 53 341352 26.23
213 1173.743 55 358979 26.39
213 1200.813 56 364463 26.59
213 1201.526 56 364463 26.6
213 1319.511 59 380905 27.68
213 1324.559 60 383222 27.75
213 1354.274 62 387333 28.08
213 1354.699 62 387333 28.09
213 1364.812 62 387437 28.28
213 1495.795 67 404533 29.75
213 1588.273 73 426636 30.55
213 1610.371 76 436991 30.78
213 1640.902 77 440021 31.02
213 1713.319 82 460959 31.6
213 1715.272 82 461806 31.63
213 1724.377 82 465910 31.78
213 1733.848 82 466014 31.91
213 1743.872 82 466014 31.88
213 1753.889 82 466014 31.85
213 1763.897 82 466014 31.82
213 1774.392 83 472098 31.93
