ID TIME BLK #BLOCKS
209 16.086 3 1
209 24.177 3 1
209 32.404 4 1
209 44.453 4 1
209 46.139 5 1
209 75.039 6 1
209 94.09 7 1
209 106.311 7 1
209 114.33 8 2
209 129.63 9 2
209 135.611 10 1
209 138.684 10 1
209 149.425 11 1
209 157.015 11 1
209 171.145 12 3
209 195.762 14 3
209 224.664 16 3
209 248.377 17 1
209 255.223 18 1
209 267.829 18 5
209 313.084 21 3
209 331.318 22 2
209 337.96 23 2
209 348.894 24 2
209 361.725 25 1
209 365.185 25 1
209 376.693 26 1
209 391.236 27 1
209 405.854 28 1
209 414.3 28 1
209 420.78 29 1
209 454.76 30 1
209 477.988 32 4
209 495.068 33 1
