ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
109 2.846 4 21.00 0 0 13 0 0 0 False False
109 17.803 5 21.00 0 0 21 0 0 0 False False
