ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
109 1.295 1.5635359287261963 -0.268 4 0x7fd1b99292bbcaa12394886464ed76cf8b80bfcf367ff2a410e7a9f24bb4b6cd 0xbd2b823372fbbfe19947ac7e9cc1994f01382df35e54500a18c40363022b3d04 1 7 1371 7 0
109 16.42 1.6879558563232422 14.732 5 0x47389e49a5f1af9747ae3b9092167b44fd9ad520c5759482f492ccab8f01d109 0x7fd1b99292bbcaa12394886464ed76cf8b80bfcf367ff2a410e7a9f24bb4b6cd 2 9 2667 19 0
