ID TIME #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
118 0.08 0 0 0   
118 2.29 0 0 0   
118 4.345 0 1 1 116  116
118 6.566 1 1 1 116 116 116
118 8.624 1 2 2 116;107 116 116;107
118 10.898 2 2 2 116;107 107;116 116;107
118 13.097 2 2 2 116;101 116;101 116;101
118 15.327 2 2 2 116;101 116;101 116;101
118 17.632 1 2 2 103;104 103 104;103
