ID TIME BLOCK BALANCE UBI PAY #ROBOT MEAN #VOTES #OKVOTES R? C?
118 6.642 1 21.00 0 0 14 0 0 0 False False
118 8.345 2 21.00 0 0 14 0 0 0 False False
118 10.314 3 21.00 0 0 14 0 0 0 False False
118 12.16 4 21.00 0 0 14 0 0 0 False False
118 18.252 3 21.00 0 0 21 0 0 0 False False
118 19.975 4 21.00 0 0 21 0 0 0 False False
