S1 S2 S3
0 0 0
960 959 261
959 958 218
959 277 196
957 279 216
280 266 199
300 293 224
242 241 182
228 233 172
230 231 169
233 232 170
244 241 175
256 256 198
256 256 832
275 301 948
271 957 948
270 953 940
256 256 902
248 250 188
246 238 178
259 249 184
290 288 214
295 290 222
281 288 218
302 300 226
304 303 223
287 284 212
281 280 202
270 256 179
300 295 210
250 233 159
248 229 166
233 228 168
235 231 180
241 235 209
236 240 711
243 247 194
256 247 192
270 250 191
268 248 183
258 246 177
258 256 177
937 256 183
954 761 190
952 950 190
948 250 190
240 236 182
230 236 185
231 243 189
250 260 199
296 290 222
303 286 223
306 289 223
303 294 951
304 958 950
293 958 950
273 294 952
290 339 951
290 958 951
291 957 950
310 957 944
303 302 216
307 299 205
309 293 197
312 286 219
320 301 230
307 298 229
314 303 223
298 294 232
316 303 228
315 308 250
295 302 948
359 959 324
954 953 209
957 957 858
946 935 742
926 885 684
913 856 630
716 684 483
643 230 148
225 216 156
216 212 160
220 224 177
288 294 229
256 274 221
285 296 225
305 299 224
299 295 227
306 290 224
288 295 213
306 293 213
304 291 229
315 301 217
312 300 211
315 295 212
304 277 199
282 264 194
266 250 189
256 243 197
245 249 204
277 287 226
297 294 222
283 280 207
290 273 202
256 240 177
242 231 175
237 227 167
238 230 177
240 234 173
235 230 168
234 233 175
230 233 173
233 230 171
245 239 178
240 743 675
849 824 664
758 806 644
258 798 640
231 768 614
230 430 598
232 227 612
233 225 169
230 221 162
233 225 164
246 229 169
239 233 167
239 235 173
256 245 183
248 243 179
256 248 187
256 256 182
293 287 221
280 271 206
249 241 178
291 276 215
270 265 195
267 260 190
897 865 674
835 800 659
764 747 604
728 724 568
700 705 492
668 702 368
247 360 210
233 234 170
280 271 198
315 285 224
298 299 221
282 279 207
243 245 182
224 222 165
212 206 153
217 212 154
225 216 162
228 224 165
235 229 164
280 359 180
555 938 733
874 945 734
947 948 781
948 949 801
950 951 845
947 950 864
256 269 370
268 262 199
307 285 222
313 303 227
236 226 169
309 290 224
256 256 185
300 294 217
288 285 204
260 257 188
256 249 184
246 238 175
243 233 172
237 228 167
232 226 166
236 229 168
243 236 172
256 243 179
265 256 180
281 266 193
290 274 199
297 280 202
270 266 193
272 258 182
260 249 178
320 307 225
308 297 229
303 298 227
313 302 227
315 303 223
309 302 231
314 310 230
316 304 221
320 313 235
310 295 225
300 298 224
271 286 211
312 303 226
306 293 223
276 268 191
305 299 226
288 280 205
262 248 176
236 242 170
268 266 190
256 263 182
261 256 185
307 308 221
260 260 185
274 270 194
306 300 212
244 244 175
242 244 169
256 256 179
263 261 185
279 275 196
288 287 206
297 298 217
295 301 218
310 304 928
310 308 952
288 292 949
299 960 953
950 952 854
960 311 234
307 304 238
239 238 170
313 308 236
320 320 233
309 309 225
316 310 230
315 302 228
312 311 226
266 261 190
258 256 184
320 311 231
320 310 222
314 316 224
258 256 175
307 315 224
260 245 172
305 314 226
888 937 187
926 941 747
931 949 856
958 957 950
958 959 949
956 957 948
958 956 951
958 957 950
302 958 230
251 257 184
246 246 178
246 242 172
243 241 167
243 239 167
249 236 167
243 238 168
242 239 171
244 239 173
259 242 171
943 244 167
950 418 167
958 958 409
959 959 950
959 959 952
955 954 913
958 958 952
960 958 948
958 958 943
948 957 221
315 311 233
304 317 222
309 309 226
303 303 228
303 310 227
316 309 231
305 307 228
306 306 224
300 301 227
274 296 233
310 302 226
295 298 223
310 298 224
306 303 231
309 302 224
303 301 589
295 289 225
310 303 227
301 303 229
308 306 229
315 304 948
296 311 950
297 417 950
260 760 943
267 951 945
268 953 943
273 954 945
292 958 951
313 958 950
316 958 950
331 957 952
949 307 227
459 298 210
316 306 230
316 307 231
313 303 229
310 302 217
316 305 222
320 310 228
309 301 221
309 291 226
301 300 225
311 300 217
303 297 226
299 298 224
302 299 225
308 300 224
303 294 224
309 300 224
304 294 218
308 298 230
293 289 223
256 241 175
306 300 231
312 303 224
303 294 229
316 304 222
307 290 227
295 286 219
271 281 202
283 284 221
307 295 225
302 294 217
317 309 233
320 303 234
314 303 229
303 296 227
320 297 226
306 301 225
313 298 224
312 293 230
303 293 220
316 305 224
293 288 224
324 259 206
839 244 178
785 738 170
740 717 167
771 238 168
328 290 229
328 298 230
316 308 231
315 303 233
275 271 184
317 303 218
323 306 233
313 289 230
313 307 227
306 308 236
359 308 233
312 300 226
277 294 204
261 262 194
247 251 196
249 248 186
325 306 239
677 949 873
956 942 791
955 905 740
938 832 649
948 863 652
954 940 705
953 923 540
948 257 162
271 243 165
261 244 171
264 256 174
282 260 186
308 307 234
307 302 231
310 301 231
309 309 243
305 303 234
311 293 233
315 307 229
314 303 223
320 307 239
317 309 231
321 314 236
322 314 233
329 313 237
316 303 234
314 312 233
322 314 238
312 299 228
