S1 S2 S3
0 0 0
960 959 945
960 955 297
960 959 351
960 959 960
960 959 960
960 960 960
960 959 960
960 959 959
960 960 958
960 959 807
960 960 385
960 959 335
959 960 327
960 960 320
960 959 309
754 954 314
314 324 331
313 328 337
316 320 335
321 334 327
316 329 335
313 329 335
303 325 337
320 321 342
323 326 339
320 322 345
310 320 324
305 320 332
274 289 297
249 289 287
298 321 331
313 328 344
320 335 334
305 329 340
312 325 329
313 322 341
295 320 324
295 310 309
284 330 337
297 304 317
288 305 315
291 300 309
294 308 320
315 326 334
291 312 313
322 324 347
291 308 310
321 334 345
300 320 335
291 321 337
298 322 348
313 329 346
306 316 338
293 307 328
270 281 293
309 309 329
320 325 335
300 302 298
290 282 284
288 291 290
305 301 301
275 274 285
271 278 279
294 303 317
306 327 360
239 261 276
314 328 366
287 291 300
301 303 313
320 317 335
289 305 329
270 280 301
238 256 271
216 236 265
207 230 411
216 239 718
209 230 802
224 256 945
216 258 940
216 398 935
229 259 288
239 265 284
247 270 281
261 285 293
281 295 295
316 324 345
958 323 329
959 959 960
960 959 960
323 959 960
312 959 960
284 301 337
238 256 263
294 294 304
314 329 343
306 327 345
700 330 346
960 958 960
961 960 960
960 958 960
960 960 960
961 959 960
960 959 960
960 959 959
960 959 960
960 958 508
960 332 324
312 323 338
307 314 325
960 322 332
960 605 331
960 959 320
960 959 958
960 960 958
961 958 315
959 301 293
294 295 291
309 320 314
313 332 342
320 327 334
316 332 332
320 331 348
300 298 298
321 333 342
275 294 302
320 333 335
245 260 271
249 269 278
314 333 345
261 276 286
308 326 343
306 322 338
321 320 332
289 302 303
320 322 346
324 329 339
309 323 340
320 332 349
314 327 333
317 326 344
308 320 348
320 327 339
283 290 294
288 302 307
320 320 338
322 327 331
316 956 334
960 959 802
960 958 957
960 959 948
960 959 339
960 959 340
960 957 313
960 956 514
280 282 291
303 320 339
309 333 341
320 332 346
312 330 349
320 329 342
320 333 349
320 327 348
326 333 348
300 304 316
316 317 332
305 331 346
321 333 356
326 326 344
301 303 309
291 288 303
260 282 297
278 301 315
295 320 341
320 335 348
303 326 340
296 312 325
297 307 321
290 300 315
290 300 312
268 280 285
256 267 276
321 325 339
316 332 345
320 326 340
320 330 344
959 329 343
959 957 342
960 959 581
958 959 959
960 959 960
960 958 959
960 958 335
960 407 321
472 320 320
956 320 311
959 379 324
960 959 332
960 959 958
960 958 956
960 958 957
960 959 349
960 430 349
485 332 349
324 333 335
320 338 353
326 335 345
308 320 323
314 332 348
322 327 349
325 958 959
959 959 959
959 959 959
960 959 960
787 959 960
327 959 960
327 958 959
320 344 344
315 335 348
314 332 346
327 333 354
321 325 359
298 300 304
314 320 324
285 296 303
260 271 284
248 262 277
313 322 339
320 334 357
306 330 353
320 320 876
960 956 955
960 959 959
960 959 960
952 891 869
949 955 951
322 325 959
271 291 305
320 328 342
298 312 324
310 326 346
281 290 302
271 877 304
958 957 327
960 957 956
960 960 960
960 959 959
960 958 958
960 958 958
959 957 662
958 316 346
303 320 330
315 320 333
316 331 335
322 335 337
320 327 344
320 334 346
322 334 352
329 335 348
316 331 339
320 322 321
320 327 325
293 297 300
275 285 293
301 308 321
959 950 320
960 958 958
960 958 959
960 959 960
960 960 960
958 958 958
955 958 958
749 954 625
289 303 320
304 312 323
311 331 346
315 331 349
320 334 350
322 332 348
307 312 324
282 292 305
261 274 284
242 260 271
249 266 275
293 301 316
322 326 346
327 335 355
310 330 350
242 270 300
256 263 267
298 299 303
301 305 307
273 289 286
273 286 293
256 266 282
243 265 282
243 271 303
260 298 332
284 314 344
323 335 343
322 337 348
320 326 350
315 320 320
294 299 298
957 296 296
957 293 294
959 949 310
960 958 321
960 958 930
960 958 955
957 952 347
960 958 957
959 959 960
457 957 958
303 958 958
307 520 332
315 320 350
311 333 349
320 335 346
312 322 339
303 322 334
320 330 344
320 332 347
315 328 349
322 328 341
310 329 335
312 329 745
314 324 960
298 320 958
302 957 959
289 957 957
408 958 959
280 364 955
270 284 289
262 278 288
314 322 348
307 326 338
314 328 345
256 270 287
316 330 335
320 327 345
316 327 346
282 956 957
364 958 959
959 959 959
959 959 959
960 959 960
960 959 959
960 958 959
958 957 957
954 953 362
677 294 297
280 300 313
282 300 308
278 291 307
307 312 340
317 326 349
311 334 351
310 326 342
284 310 337
305 320 348
314 334 349
320 338 346
321 337 335
320 335 342
320 340 338
320 326 958
320 957 958
960 958 958
960 959 959
960 958 958
959 957 959
959 958 959
958 959 960
356 957 337
293 310 329
322 335 354
321 338 352
330 342 341
335 327 324
312 320 329
296 307 324
291 306 316
310 291 327
305 325 359
320 338 351
331 339 349
334 339 352
332 344 358
339 338 354
334 335 358
315 339 345
322 340 347
327 329 352
327 344 366
322 346 358
298 323 339
282 324 347
311 335 348
334 334 367
332 341 352
342 348 349
349 344 353
323 333 349
273 290 303
243 263 275
940 809 773
278 404 871
299 302 837
303 947 953
303 954 957
322 958 959
275 950 947
343 344 958
325 338 959
312 326 792
300 314 325
327 342 356
334 342 352
332 327 345
326 337 351
314 316 335
303 308 349
267 294 463
470 953 957
959 958 957
959 335 351
945 325 321
320 320 311
322 322 314
320 332 323
320 337 340
314 334 349
320 334 352
328 334 340
308 303 329
256 277 329
256 271 326
261 279 321
261 280 308
316 327 345
258 271 288
311 326 342
283 290 311
259 281 304
324 320 349
316 333 359
310 335 350
300 322 359
302 320 355
323 338 353
313 340 358
327 335 354
327 339 357
308 320 345
320 332 355
329 342 349
280 298 300
327 327 359
320 334 339
327 335 354
326 334 352
321 334 349
320 335 352
321 333 344
320 334 357
324 332 353
960 959 957
960 958 959
960 959 959
960 959 960
960 958 960
958 959 960
958 959 959
960 959 957
960 959 959
960 959 958
959 958 956
960 959 845
960 958 355
302 402 315
303 320 333
322 341 344
332 326 354
275 303 327
291 305 326
328 335 358
331 338 348
332 332 354
331 330 345
308 325 337
304 320 335
273 292 320
268 271 301
266 280 292
275 281 297
243 263 284
320 325 342
326 321 348
327 310 320
328 313 320
960 954 326
959 956 956
953 949 946
952 949 945
960 959 952
946 948 314
895 670 289
323 294 321
267 285 313
262 279 298
256 274 296
258 285 310
237 264 285
274 296 320
330 337 354
327 335 352
310 321 342
327 330 960
326 333 959
332 958 960
330 958 960
960 959 960
327 958 959
327 343 958
303 314 329
309 329 338
324 338 360
325 331 356
328 329 352
321 338 355
322 334 842
311 303 325
322 331 356
324 335 353
320 323 344
320 332 346
320 332 337
307 313 346
309 334 348
326 334 348
300 303 325
300 322 334
283 303 313
275 300 938
258 280 952
323 327 959
239 262 275
321 320 344
327 338 346
317 333 354
259 268 292
321 334 335
306 320 325
302 314 316
316 331 348
316 332 348
320 332 344
309 325 342
320 333 347
308 320 334
302 314 326
321 326 345
315 327 335
320 330 353
277 296 308
320 332 352
315 329 349
322 328 347
314 326 342
320 329 342
300 326 349
324 326 345
320 325 337
320 332 337
312 330 337
284 280 295
292 290 292
309 335 334
320 329 342
320 325 324
271 297 326
317 331 348
324 332 347
306 320 313
287 298 299
316 332 343
273 289 302
314 324 335
320 320 347
306 329 346
310 326 344
312 332 350
315 320 349
316 337 346
313 329 352
275 303 333
312 332 952
320 330 959
302 955 959
320 958 960
957 958 959
960 959 959
958 958 957
879 953 953
290 303 955
310 326 348
275 291 302
316 324 346
309 332 352
313 328 346
320 333 344
307 335 350
960 959 350
960 958 440
957 957 958
958 959 959
957 956 956
960 959 960
957 956 955
958 957 954
959 958 337
315 326 335
295 310 328
323 331 349
308 334 349
323 332 350
292 306 321
317 329 351
302 332 348
396 329 347
461 328 350
542 329 346
640 323 341
687 316 339
622 290 307
600 270 294
321 327 346
948 299 287
960 954 312
957 517 291
892 313 320
298 297 315
324 331 343
299 322 353
284 309 340
321 332 354
326 334 355
310 335 350
320 950 352
958 311 320
324 335 355
297 315 322
320 335 354
293 305 324
322 334 355
280 300 320
312 326 346
326 334 348
310 334 352
320 334 352
312 327 350
303 312 332
309 333 345
306 320 330
276 289 305
257 268 285
243 262 277
231 249 271
244 268 299
242 270 310
224 256 301
227 259 505
236 271 943
260 290 956
243 278 953
256 281 953
256 285 954
260 309 955
260 453 954
245 723 952
244 894 948
245 276 300
264 291 303
245 271 286
250 273 282
260 278 290
280 295 300
953 952 857
960 958 957
958 957 957
950 957 959
958 958 960
958 957 957
960 958 960
960 959 957
950 943 945
954 952 951
955 954 332
455 283 303
258 278 300
268 295 303
287 314 333
261 289 312
284 299 326
324 341 345
308 328 348
312 330 358
324 341 344
320 344 356
288 294 300
324 340 361
306 320 334
286 304 320
320 338 355
321 326 335
308 310 313
307 304 309
303 309 310
303 310 312
310 312 320
324 340 350
300 326 339
303 324 346
303 332 343
326 340 350
323 327 354
323 338 344
312 336 344
321 334 352
320 335 352
321 331 343
960 320 338
960 956 342
960 959 337
960 958 958
960 959 958
960 957 955
957 954 303
953 286 294
261 275 290
321 332 353
305 320 332
320 333 356
320 335 346
303 321 344
323 329 375
285 307 344
295 323 349
314 329 359
327 331 355
320 328 356
320 331 355
307 326 357
957 956 342
957 958 957
958 958 957
958 957 956
957 956 955
959 958 957
959 958 957
295 558 954
321 334 354
325 332 350
320 327 344
320 329 346
303 305 320
283 296 312
320 334 353
307 312 331
289 296 312
277 290 303
267 280 292
256 271 278
249 262 270
243 256 269
267 280 295
290 302 321
297 305 326
