S1 S2 S3
0 0 0
254 367 286
250 363 287
285 412 334
288 401 323
257 372 289
287 544 716
506 672 563
594 785 676
577 763 655
529 708 613
643 849 756
946 958 954
309 439 353
307 431 346
310 436 350
310 434 348
310 437 347
283 398 320
297 419 335
306 431 342
260 375 295
258 373 291
267 382 303
261 372 295
306 440 358
303 431 352
281 399 320
281 408 333
661 441 307
556 758 637
536 711 613
527 704 604
578 757 648
538 704 591
553 718 603
302 728 627
253 367 531
260 371 291
254 367 289
253 365 286
282 399 320
281 405 323
249 361 284
264 383 308
526 361 285
884 423 341
918 576 343
946 957 361
946 958 355
908 955 609
935 957 953
487 655 558
946 958 955
943 957 939
875 951 334
857 411 332
311 440 353
307 434 351
305 440 350
310 438 353
303 439 341
310 441 353
313 437 351
303 425 339
251 361 285
327 542 309
947 958 550
929 955 952
941 957 954
943 957 954
914 953 951
923 956 952
946 958 952
943 956 344
793 398 315
378 378 299
261 374 293
261 372 292
260 372 290
258 367 285
256 366 282
251 359 279
306 431 346
248 360 282
245 357 279
267 387 307
283 405 321
300 431 342
289 413 334
303 441 354
239 351 279
293 435 351
294 431 356
238 353 281
271 401 335
247 359 286
292 411 323
313 437 343
308 431 344
271 384 308
253 366 290
310 444 352
259 376 300
306 440 363
262 377 301
799 950 932
678 885 817
617 835 740
546 740 651
562 749 665
640 836 756
339 404 310
264 378 303
303 438 349
271 388 309
291 413 327
263 379 299
263 378 299
262 375 294
255 367 289
256 366 287
251 364 285
247 359 282
248 359 280
251 362 286
249 358 282
250 360 281
254 364 285
257 367 286
259 370 288
257 372 289
259 369 287
257 367 286
511 362 284
256 361 287
248 354 290
245 352 305
245 351 321
456 570 398
465 606 375
459 598 328
462 602 297
462 600 281
460 591 274
294 459 373
283 394 388
264 371 337
259 365 297
251 352 282
312 428 331
259 367 283
260 372 286
245 352 274
246 355 278
247 360 280
253 369 288
287 409 322
308 438 349
272 391 310
263 379 297
246 358 282
287 427 359
252 366 289
292 428 347
276 393 315
301 431 350
833 950 776
928 956 947
878 953 939
799 947 877
718 915 791
641 838 698
591 814 686
256 367 288
256 370 287
254 367 286
252 364 283
252 364 282
251 365 283
259 371 284
265 379 295
264 378 295
268 383 294
268 380 295
265 375 295
376 437 299
617 767 616
577 723 579
566 713 558
536 682 515
516 665 462
504 646 398
261 401 309
241 353 271
243 352 271
245 351 273
247 354 281
252 358 284
510 362 285
257 364 289
256 364 290
297 421 328
257 370 294
305 441 361
256 370 289
254 370 293
256 371 293
286 411 335
285 411 330
282 404 314
261 373 298
281 418 330
295 431 352
305 428 340
302 428 353
259 375 297
299 431 353
295 421 347
273 395 320
684 920 832
665 900 792
602 825 728
556 775 689
703 943 864
582 804 676
800 949 923
253 381 525
265 382 299
273 384 297
269 379 297
266 380 298
270 380 297
271 383 298
266 383 717
273 455 768
310 436 954
293 423 339
