S1 S2 S3
0 0 0
367 346 367
367 346 367
367 346 367
364 354 376
354 337 357
365 340 371
358 354 370
370 355 364
368 340 371
375 354 370
374 359 357
372 344 357
335 320 344
374 359 370
373 352 363
376 354 368
376 354 369
366 344 365
376 356 370
377 361 367
377 356 369
378 358 369
376 354 362
370 352 366
372 349 368
352 331 350
352 333 357
321 302 326
334 322 359
335 322 350
325 306 332
345 326 356
359 343 363
361 346 367
374 354 371
374 353 359
376 353 370
374 354 370
364 335 349
372 348 348
373 344 374
373 352 366
370 355 372
371 355 367
366 351 369
372 354 373
365 348 367
361 346 372
398 350 369
957 349 366
943 963 963
366 964 963
360 964 963
372 956 963
376 370 963
377 352 963
376 355 963
300 271 320
295 260 291
376 363 370
373 354 371
374 356 370
381 359 368
378 356 359
373 341 369
374 352 371
376 357 373
380 364 376
377 355 371
377 355 374
377 354 364
362 347 365
380 348 355
377 347 362
376 342 366
372 337 615
750 327 954
962 958 316
961 958 310
959 957 308
958 958 321
962 962 368
962 797 354
962 361 369
960 357 371
376 357 369
332 306 324
376 359 373
378 352 371
380 359 359
378 357 371
371 346 372
378 357 371
368 356 369
373 361 372
376 358 371
367 360 375
379 357 381
382 351 379
377 360 359
371 365 375
376 361 376
385 349 381
380 366 376
384 362 361
380 358 376
378 352 364
313 292 321
366 350 373
377 356 358
346 339 368
378 358 374
376 354 373
385 340 362
313 313 349
350 330 335
360 324 356
378 358 372
382 348 365
367 349 370
371 352 362
379 361 374
364 334 369
374 347 373
378 364 376
308 290 314
359 340 362
368 356 372
367 354 369
362 353 367
364 348 369
371 347 366
370 363 376
381 362 372
368 347 369
962 352 355
961 962 370
961 962 963
961 963 963
961 963 958
961 963 356
961 950 355
961 327 361
910 342 356
358 353 379
380 359 372
375 354 371
380 359 376
320 295 323
377 356 364
377 358 368
378 362 378
364 359 373
355 330 333
320 306 320
358 341 370
380 361 372
380 362 371
378 359 370
380 360 371
374 357 369
382 361 371
378 359 367
377 358 369
378 355 366
378 354 365
361 339 353
371 348 355
369 349 356
369 341 342
370 348 357
361 352 363
375 355 369
371 354 366
374 353 366
376 354 365
367 359 370
377 344 364
380 357 367
376 351 366
379 354 358
375 355 371
367 350 364
366 355 370
367 355 369
370 352 374
369 354 367
366 354 367
371 353 358
962 963 961
962 963 960
962 963 961
962 963 960
962 962 958
962 962 959
962 961 958
957 954 945
364 344 346
374 348 350
377 355 367
378 359 373
374 354 366
376 359 371
372 357 367
376 358 372
376 359 374
367 355 376
376 357 369
374 358 372
370 347 356
373 355 367
367 355 367
375 359 367
376 359 371
322 303 320
348 328 344
349 342 369
367 355 367
376 341 367
380 355 370
376 353 368
376 357 369
377 359 370
372 358 369
376 359 376
374 347 375
376 359 359
373 360 370
366 356 375
372 348 370
370 359 372
375 358 374
373 361 364
369 361 371
378 346 374
380 362 373
364 364 373
382 357 376
381 366 373
369 366 374
381 363 376
381 363 373
378 364 367
381 362 377
381 363 376
377 364 380
381 362 377
376 355 373
380 366 359
381 366 377
361 354 369
376 365 376
379 364 373
360 361 371
370 340 367
375 362 370
378 364 958
384 371 416
384 367 379
374 372 381
382 373 382
382 367 380
380 367 374
376 362 376
353 339 358
364 349 369
374 361 369
374 266 267
269 248 269
268 243 268
258 236 261
256 231 257
258 236 259
278 256 276
275 250 271
275 250 269
275 249 267
236 206 228
237 207 230
238 207 233
236 206 229
236 206 228
224 195 219
223 193 217
239 210 233
236 211 234
234 209 235
244 220 245
245 220 248
256 233 256
247 226 250
243 220 244
239 213 238
237 210 232
239 213 237
239 213 235
242 217 243
243 219 244
239 213 238
240 216 241
239 213 238
238 213 238
239 212 241
243 220 245
238 211 239
236 209 233
228 203 226
222 195 222
256 228 256
256 229 256
249 220 245
239 209 241
260 234 258
258 231 257
256 223 249
248 217 248
249 220 248
246 216 244
242 211 236
240 206 230
248 217 245
260 231 256
256 224 249
262 233 256
267 236 259
263 234 256
256 225 250
250 222 246
243 212 238
243 210 237
236 202 227
245 216 239
243 214 238
218 184 211
248 217 241
246 216 241
247 216 241
228 197 222
231 199 226
258 228 256
262 235 258
258 230 260
256 228 256
250 222 250
251 222 251
256 222 248
281 256 274
265 236 257
259 230 256
256 224 246
256 230 249
260 225 246
256 224 243
256 226 244
250 217 239
266 220 241
256 222 245
248 213 234
274 888 962
405 956 958
957 960 962
958 962 963
959 962 963
961 963 963
962 963 963
891 964 963
384 963 962
380 348 961
389 357 361
388 365 364
391 363 373
384 368 374
385 367 395
374 358 377
352 343 370
338 325 354
340 338 370
357 353 377
369 352 394
377 361 374
384 365 377
385 350 379
383 366 377
384 368 376
387 366 372
385 363 377
385 364 376
380 345 377
380 351 376
376 352 374
377 359 374
369 356 376
367 361 373
364 358 371
373 357 372
375 356 371
375 357 370
376 357 367
382 358 354
378 354 355
378 342 367
376 356 365
377 344 370
376 358 366
378 356 366
378 359 367
376 357 351
378 355 361
374 356 367
376 355 366
462 354 369
962 353 366
962 443 366
962 964 364
960 963 362
961 963 960
960 962 962
947 952 952
946 950 952
947 949 949
943 949 950
945 949 950
946 952 952
948 953 954
953 961 960
962 963 963
945 948 948
944 947 947
948 950 949
307 741 950
310 282 302
321 295 322
324 308 786
323 314 960
325 316 961
321 312 960
327 308 951
373 352 962
357 955 960
344 441 960
340 322 335
333 323 344
376 358 364
358 337 374
365 354 370
376 350 369
380 355 373
378 356 362
311 277 297
918 280 292
953 911 299
950 954 885
948 953 953
950 954 955
949 953 320
945 950 309
947 952 310
954 324 339
327 313 349
359 344 366
373 355 367
371 351 367
374 353 354
305 284 315
314 300 335
302 286 310
305 282 306
315 294 322
303 286 314
320 312 345
316 314 347
372 355 372
370 352 365
371 355 367
367 339 367
371 338 372
376 350 354
376 356 367
376 355 366
962 963 355
962 963 366
961 916 330
960 352 320
334 298 333
353 344 359
367 355 369
371 354 367
376 357 366
378 355 366
376 345 361
378 353 364
378 356 367
367 359 367
380 357 369
378 366 370
382 360 371
326 293 300
373 357 357
367 346 370
382 359 371
369 346 371
380 363 371
374 359 370
374 344 367
373 355 373
367 350 372
369 363 371
382 361 360
382 361 376
382 364 374
376 361 372
378 357 367
383 363 370
371 350 374
384 364 376
381 367 378
369 350 374
382 369 377
384 369 372
390 366 374
385 362 376
354 335 352
383 366 378
325 292 321
308 281 310
310 291 314
315 297 315
320 310 325
332 324 346
380 359 371
379 359 361
837 357 371
962 962 365
962 531 369
962 361 377
959 350 374
957 353 370
961 367 376
821 367 378
383 359 367
380 363 374
377 364 358
376 359 368
374 356 367
958 324 330
961 345 360
962 356 362
962 963 366
963 963 373
960 962 962
960 962 963
960 961 962
958 961 962
960 962 962
960 963 963
962 963 963
962 963 963
962 956 354
372 352 364
374 353 366
376 352 363
380 359 364
365 355 367
358 344 353
370 350 366
957 348 962
962 964 963
963 964 963
962 964 963
962 963 963
962 963 963
962 963 963
962 964 963
962 963 961
958 960 959
962 963 962
962 963 963
962 963 963
952 955 900
960 963 960
960 964 962
962 963 961
962 962 959
371 355 368
375 362 367
374 357 367
375 359 369
377 350 370
374 361 371
368 355 369
376 361 357
378 361 367
378 364 375
376 351 372
373 362 374
374 364 373
376 364 373
381 356 376
383 367 376
383 366 376
374 367 358
369 362 359
376 361 369
374 364 377
384 364 371
381 362 366
379 359 376
364 357 375
378 348 367
370 354 367
398 351 369
962 359 367
962 952 367
961 963 368
961 963 962
962 963 963
960 963 963
962 964 960
962 962 347
961 323 335
355 327 348
376 362 377
359 326 354
940 300 309
419 549 352
358 320 327
377 345 351
960 782 368
955 959 419
960 346 361
373 354 363
372 354 367
358 342 357
350 326 331
282 248 257
362 344 359
395 373 358
347 337 361
359 351 348
371 359 368
375 341 368
378 360 370
314 284 305
320 289 306
360 364 364
383 360 372
962 347 361
962 359 376
329 322 354
962 960 370
961 963 361
371 357 368
372 358 375
371 354 371
312 287 306
335 321 340
380 362 370
375 362 373
378 361 370
376 358 369
376 359 356
376 357 368
379 359 366
376 358 364
376 361 363
362 357 362
368 367 960
961 963 961
959 963 961
957 962 960
955 962 960
954 961 959
952 960 959
954 960 961
958 960 866
962 352 369
962 734 367
962 963 369
962 420 360
371 353 359
366 340 352
378 358 367
362 359 364
362 332 357
367 346 367
360 345 363
365 343 366
359 354 367
372 359 372
375 356 367
367 359 367
371 353 367
357 360 369
367 359 355
358 357 365
399 349 364
962 952 364
962 961 961
962 962 963
961 962 962
960 963 962
961 963 962
962 963 962
962 964 963
962 964 963
962 963 962
961 960 960
467 353 337
374 358 366
373 358 369
375 361 371
376 359 370
371 351 356
378 359 371
374 359 369
370 364 372
366 355 366
361 357 367
368 357 367
373 359 371
374 359 367
376 363 371
373 359 359
367 359 367
338 325 347
373 343 365
373 358 365
358 355 365
371 349 367
374 357 366
372 360 366
372 361 367
962 963 356
962 355 352
959 344 366
760 310 327
372 362 359
377 359 366
372 358 362
360 359 366
378 356 366
375 359 368
369 359 364
372 344 353
370 360 366
369 361 369
374 345 368
367 356 375
366 356 369
369 354 367
369 359 365
380 363 371
373 363 367
328 324 347
361 359 370
362 358 371
364 363 370
364 359 371
366 360 371
371 362 371
377 359 370
363 358 370
374 356 367
373 358 366
376 342 368
369 359 358
372 354 370
373 357 352
880 955 958
962 963 963
962 963 963
962 964 963
962 963 963
962 964 963
962 964 963
962 963 962
384 349 370
350 335 352
370 352 354
377 360 363
374 359 364
378 359 369
376 356 366
377 362 353
376 358 367
320 291 309
352 332 353
352 342 362
335 949 768
884 961 962
960 962 962
960 963 962
961 963 963
962 964 963
962 963 962
962 963 961
962 963 825
962 564 366
412 357 363
378 363 369
382 367 353
382 363 370
383 367 368
379 369 372
369 361 359
380 366 377
378 366 373
377 355 364
376 369 376
376 368 376
379 359 376
376 369 378
369 361 371
381 371 379
382 370 380
382 369 378
381 364 367
379 366 376
360 305 961
277 256 962
274 250 962
275 256 963
278 256 963
276 266 963
274 256 962
271 251 962
275 256 267
277 256 266
280 256 266
277 256 266
286 256 266
280 256 271
260 237 258
256 227 256
256 227 242
256 224 239
248 221 239
247 219 235
248 219 234
245 217 233
244 218 231
245 217 233
278 256 263
278 256 269
270 234 249
954 250 264
960 963 260
960 964 962
962 963 489
962 963 962
960 961 256
960 961 961
261 953 954
276 963 963
276 957 963
276 745 963
274 332 963
273 260 963
273 256 963
273 256 963
271 256 963
271 250 963
271 256 963
274 256 963
275 256 963
270 248 960
274 256 955
277 256 267
278 257 267
280 256 265
280 256 265
280 256 265
280 256 264
280 256 265
276 256 265
275 256 263
273 250 263
271 256 266
277 256 264
273 256 265
271 250 264
271 256 266
274 256 268
274 256 270
277 256 268
277 256 268
278 257 271
277 257 270
277 259 268
278 256 269
280 256 267
280 256 268
278 256 268
281 256 271
280 257 268
280 257 269
276 256 270
277 256 270
278 256 270
278 259 270
275 256 270
277 257 270
278 256 270
276 256 268
275 256 266
332 256 265
275 256 263
274 256 265
275 256 266
276 256 266
276 256 264
277 250 268
267 239 256
271 256 271
261 237 260
260 246 270
263 240 259
271 248 264
273 249 268
275 256 270
273 249 265
273 256 264
275 256 279
271 248 372
270 250 261
270 248 262
271 250 265
270 355 264
268 309 262
271 261 265
271 256 266
273 256 265
414 246 266
299 248 263
263 246 263
265 246 263
263 248 263
264 245 261
266 244 262
268 246 262
270 248 262
270 248 263
270 248 262
271 246 261
271 248 261
271 248 262
273 249 265
273 248 259
271 248 260
274 247 260
271 249 262
270 249 263
962 455 262
961 963 263
961 962 264
962 962 265
962 775 264
960 245 265
958 242 262
278 243 262
270 249 263
271 247 262
275 248 261
275 246 262
274 248 268
273 249 264
271 249 263
268 256 263
268 245 263
960 247 263
962 962 521
962 963 263
960 963 266
961 836 265
962 249 263
962 248 263
836 249 262
273 249 266
961 256 264
960 962 960
961 963 962
962 963 962
962 963 962
962 963 962
962 963 962
962 963 962
273 963 962
271 248 269
275 249 263
271 256 262
274 248 266
273 249 268
273 248 263
274 250 264
271 246 264
270 247 264
270 247 263
271 248 263
276 249 265
270 248 263
270 248 263
270 246 262
268 243 260
268 244 262
270 248 263
271 248 263
273 248 263
271 248 263
273 248 263
273 250 263
271 249 265
273 248 264
273 251 265
275 256 266
271 249 266
271 248 266
271 256 268
270 249 267
271 248 268
269 247 264
821 249 266
962 256 268
961 963 265
961 963 265
962 256 268
297 245 260
256 236 256
257 233 256
263 238 258
273 250 265
242 217 236
265 242 256
276 256 267
275 256 267
275 256 270
274 251 265
273 250 267
271 250 271
269 249 266
271 256 268
266 245 263
271 250 266
271 256 271
270 248 271
268 248 271
271 248 268
271 249 268
268 244 269
268 247 269
271 250 268
271 250 270
268 246 269
954 961 962
959 962 962
958 962 961
944 948 951
938 948 945
947 950 952
959 960 960
960 962 961
950 953 952
947 951 950
956 958 957
952 957 956
956 958 952
962 963 962
961 962 961
961 963 962
959 961 960
961 963 962
958 960 264
270 249 271
275 256 269
256 229 250
264 239 257
275 256 273
271 256 270
271 250 271
261 239 264
263 244 266
268 248 268
267 246 953
273 251 270
275 256 271
278 259 271
280 259 270
278 259 271
271 250 263
274 246 262
278 256 270
280 256 270
282 260 271
276 256 271
275 256 271
267 239 266
275 256 271
273 248 267
276 256 270
269 248 267
277 249 268
275 250 270
277 256 961
852 963 962
962 963 962
960 963 962
291 963 963
282 963 962
280 960 962
279 259 962
278 256 962
276 248 955
277 250 270
268 246 961
962 963 962
959 961 961
962 963 962
962 963 962
962 963 962
961 963 963
948 963 962
271 952 962
274 256 271
271 256 271
273 251 268
273 247 268
275 248 271
278 256 273
275 256 271
284 256 270
278 256 270
278 256 270
279 256 270
278 256 271
278 256 271
270 246 263
259 231 256
281 256 267
263 233 256
274 246 268
278 256 270
281 256 271
285 256 277
278 256 271
275 256 269
275 250 268
276 256 269
278 249 267
274 250 271
273 248 269
262 237 256
266 239 960
256 956 954
956 958 959
961 282 270
276 256 274
277 256 274
277 256 275
278 256 274
278 249 270
275 256 271
274 256 270
268 243 262
269 243 264
280 256 275
284 256 275
961 256 271
962 479 273
961 963 274
960 962 953
960 962 961
959 962 264
961 256 271
278 249 271
276 256 271
278 256 270
275 256 269
274 256 268
271 248 266
273 248 268
268 243 263
277 256 268
280 256 270
281 256 269
280 251 271
280 250 268
280 256 271
278 250 268
278 256 268
281 256 266
278 256 268
278 249 271
280 256 271
280 0 271
277 256 271
276 250 271
275 256 271
269 243 265
271 248 268
271 248 268
273 248 270
275 250 270
278 250 271
277 250 270
275 248 268
275 249 270
275 248 269
276 256 269
278 249 268
278 256 268
277 250 270
279 250 273
277 256 269
256 223 247
276 250 269
274 248 269
276 249 270
273 249 270
274 249 271
271 249 269
273 248 271
271 246 271
275 250 270
278 249 268
276 248 268
275 244 264
273 238 256
274 236 256
280 242 256
277 246 261
281 247 266
278 249 270
271 245 268
264 240 268
262 241 270
261 243 268
267 245 269
271 246 270
273 248 270
271 248 268
271 249 268
270 244 267
271 245 268
271 246 271
275 256 271
278 256 271
277 250 271
278 256 275
280 256 274
278 256 271
280 262 275
280 256 270
278 256 270
275 248 268
278 250 271
263 238 260
314 248 271
275 248 269
268 719 960
256 274 956
956 962 962
962 963 962
962 962 961
962 963 962
960 961 960
961 963 962
961 963 962
961 963 962
962 963 962
962 963 962
