ID TIME BLK %CPU CHAINDATASIZE
217 69.25 3 180175 32.33
217 113.928 3 180175 32.44
217 159.686 8 191139 32.64
217 204.744 12 201107 32.69
217 271.795 13 203989 32.77
217 413.305 15 214339 33.23
217 416.306 15 214339 33.25
217 463.058 17 229495 33.44
217 505.384 18 230642 33.49
217 550.435 19 232284 33.52
217 595.648 20 234114 33.64
217 641.655 20 234114 33.68
217 685.714 20 234114 33.66
217 733.418 23 243729 33.83
217 821.436 28 254498 34.14
217 900.216 29 260027 34.39
217 903.736 29 260027 34.41
217 946.389 34 270325 34.5
217 991.375 34 270325 34.5
217 1036.503 34 270325 34.45
217 1081.41 34 270325 34.45
217 1221.039 41 294134 34.97
217 1232.784 43 299521 35.06
