ID TIME BLK %CPU CHAINDATASIZE
224 61.895 7 204901 13.83
224 108.199 10 239913 14.58
224 152.6 13 273590 15.24
224 195.448 16 292821 15.75
224 241.039 19 312745 16.28
224 286.799 22 345623 16.86
