ID TIME BLK VOTE
211 65.435 9 0
211 97.246 11 None
211 158.023 15 0
211 200.725 18 0
211 238.664 20 None
211 289.306 24 0
211 352.194 28 0
211 367.402 28 None
211 429.898 33 0
211 473.759 36 0
211 521.733 39 0
211 553.662 41 None
211 611.005 45 0
211 669.836 49 0
211 698.881 51 0
211 742.996 54 0
