ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
218 5.811 2 0 0 0   
218 8.194 2 1 1 1 222 222 222
218 10.739 2 1 1 1 222 222 222
218 13.23 2 1 1 1 222 222 222
218 15.256 2 1 1 1 222 222 222
218 17.335 3 1 1 1 222 222 222
218 19.871 3 2 2 1 222;214 214;222 222
218 22.184 3 1 2 2 222;214 214 222;214
218 24.824 3 1 1 1 222 214 222
218 28.035 3 2 2 2 222;211 211;214 222;211
218 30.616 3 2 1 1 211 211;214 211
218 34.263 4 3 2 2 211;224 211;214;224 211;224
218 36.737 4 3 0 0  211;214;224 
218 39.423 4 3 1 1 224 211;214;224 224
218 42.194 4 3 0 0  211;214;224 
218 45.209 4 4 1 0 217 211;214;222;224 
218 48.172 5 4 1 1 217 211;214;217;224 217
218 51.458 5 3 1 0 217 211;217;224 
218 55.333 5 3 0 0  211;217;224 
218 58.381 5 2 2 1 224;217 211;217 224
218 65.117 6 2 2 0 214;224 211;217 
218 68.588 6 2 0 0  217;224 
218 70.884 6 1 2 1 214;224 217 224
218 73.71 6 2 2 2 214;224 214;217 214;224
218 76.464 7 2 2 2 214;209 214;217 209;214
218 79.196 7 3 1 1 209 209;214;217 209
218 81.813 7 2 2 2 209;214 209;214 209;214
218 86.623 7 2 1 1 209 209;214 209
218 89.042 7 2 1 1 224 209;214 224
218 91.948 7 2 2 1 224;209 209;214 224
218 94.545 8 2 2 1 209;213 209;214 213
218 97.935 8 3 2 0 213;217 209;214;213 
218 101.61 8 3 1 1 209 209;214;213 209
218 107.718 9 6 2 1 209;211 211;209;214;217;213;224 209
218 111.833 9 6 3 2 226;224;222 211;209;214;217;213;224 222;224
218 117.205 9 6 4 3 226;224;222;211 211;209;217;213;222;226 222;224;211
218 121.454 10 6 2 2 224;211 211;209;217;213;222;226 224;211
218 125.118 10 6 1 1 209 211;209;217;213;222;226 209
218 128.501 10 5 2 1 213;211 211;217;213;222;226 211
218 133.204 10 5 2 1 213;222 211;217;213;222;226 213
218 136.152 10 4 0 0  211;213;222;226 
218 139.296 11 5 0 0  211;217;213;222;226 
218 142.278 11 4 0 0  211;213;222;226 
218 145.508 11 4 0 0  211;213;222;226 
218 148.75 11 3 0 0  213;222;226 
218 152.021 12 3 0 0  213;222;226 
218 154.496 12 2 0 0  213;222 
218 157.011 12 2 0 0  213;222 
218 159.708 12 2 0 0  213;222 
218 162.125 12 1 1 1 214 214 214
218 164.717 12 1 1 1 214 214 214
218 167.259 12 1 0 0  214 
218 169.801 13 1 0 0  214 
218 171.932 13 1 1 1 224 214 224
218 174.197 13 1 1 1 224 214 224
218 176.576 13 0 1 1 224  224
218 179.051 13 0 0 0   
218 181.079 13 0 0 0   
218 183.116 13 0 1 1 224  224
218 185.602 13 1 1 1 224 224 224
218 188.14 14 1 1 1 224 224 224
218 190.784 14 1 1 1 214 224 214
218 193.22 14 1 2 2 214;224 224 214;224
218 195.402 14 1 2 2 214;224 224 214;224
218 198.3 15 2 1 1 214 214;224 214
218 201.422 15 3 1 1 222 214;222;224 222
218 203.533 15 2 1 1 222 214;222 222
218 205.756 15 1 2 2 222;213 222 222;213
218 208.91 15 2 1 1 222 213;222 222
218 211.433 15 2 3 3 222;213;226 213;222 222;226;213
218 214.104 16 3 4 3 222;213;226;210 213;222;226 222;213;210
218 218.091 16 4 4 3 222;213;210;209 209;213;222;226 222;213;210
218 221.333 16 4 2 1 210;222 209;213;222;226 222
218 226.286 16 6 3 1 222;226;217 209;210;217;213;222;226 226
218 231.266 17 6 4 3 222;217;209;210 209;210;217;213;222;226 222;209;210
218 236.316 17 6 4 3 217;209;210;226 209;210;217;213;222;226 226;209;210
218 240.473 18 5 3 3 209;210;226 209;210;217;222;226 226;209;210
218 243.987 18 5 1 0 210 209;210;217;222;226 
218 247.987 18 5 2 2 210;222 209;210;217;222;226 222;210
218 251.493 18 5 3 3 213;210;217 209;210;217;222;226 210;213;217
218 254.487 18 4 0 0  209;210;217;222 
218 258.29 19 2 1 1 209 210;217 209
218 261.462 19 4 2 1 209;214 209;214;210;217 209
218 265.003 19 4 1 1 214 209;214;210;217 214
218 268.302 19 3 2 2 209;214 209;214;210 209;214
218 272.204 20 3 2 1 209;214 209;214;213 209
218 274.93 20 3 1 1 214 209;214;213 214
218 277.539 20 3 1 1 214 209;214;213 214
218 280.459 20 3 0 0  209;214;213 
218 283.441 20 3 1 1 224 209;214;213 224
218 287.196 21 4 1 1 224 209;214;213;224 224
218 290.052 21 3 0 0  209;214;224 
218 292.335 21 1 0 0  224 
218 294.948 21 1 0 0  224 
218 297.473 21 1 0 0  224 
218 300.011 21 1 0 0  224 
218 302.272 22 0 1 1 226  226
218 304.672 22 1 1 1 224 226 224
218 307.19 22 1 2 2 224;226 226 226;224
218 309.268 22 1 1 1 224 226 224
218 311.438 22 2 2 1 224;210 210;226 224
218 314.065 22 2 2 1 224;214 210;226 224
218 316.899 22 3 1 1 214 214;210;226 214
218 319.213 23 3 1 1 214 214;210;226 214
218 321.977 23 4 0 0  214;210;224;226 
218 325.006 23 4 0 0  214;210;224;226 
218 327.74 23 3 0 0  214;210;224 
218 330.263 23 2 0 0  214;210 
218 332.88 23 2 0 0  214;210 
218 335.322 24 1 0 0  210 
218 337.813 24 1 1 1 213 210 213
218 340.318 24 1 1 1 213 210 213
218 342.343 24 1 1 1 222 210 222
218 344.477 24 1 1 1 222 210 222
218 346.937 24 1 1 1 222 210 222
218 349.472 24 2 0 0  210;222 
218 351.852 24 1 1 1 209 222 209
218 354.332 24 2 1 1 209 209;222 209
218 356.474 24 2 2 2 209;210 209;222 209;210
218 358.962 24 3 2 2 209;210 209;210;222 209;210
218 361.39 24 3 2 2 209;210 209;210;222 209;210
218 364.081 24 3 1 1 209 209;210;222 209
218 366.55 24 2 1 1 209 210;222 209
218 368.665 24 2 0 0  210;222 
218 371.172 24 2 0 0  210;222 
218 373.634 24 2 0 0  210;222 
218 376.156 24 1 0 0  222 
218 378.775 27 2 1 1 214 214;222 214
