ID TIME BLK #BLOCKS
218 150.572 5 2
218 155.888 6 1
218 200.282 7 1
218 202.573 9 3
218 280.508 11 2
218 286.294 12 1
218 290.654 13 1
218 383.442 14 1
218 397.534 15 1
218 420.181 16 1
218 427.421 17 1
218 440.85 18 1
218 457.524 19 1
