ID TIME BLK %CPU CHAINDATASIZE
218 77.304 4 185003 13.98
218 122.373 4 185003 14.01
218 167.215 6 190882 14.11
218 291.625 13 206975 14.37
218 295.363 13 208688 14.39
218 338.748 13 208688 14.43
218 386.438 14 212488 14.53
218 429.994 17 219214 14.63
218 473.798 19 224028 14.75
218 518.915 19 224028 14.77
