ID TIME BLK #BLOCKS
213 16.429 3 1
213 39.869 4 1
213 44.66 4 1
213 49.995 5 3
213 63.136 6 1
213 158.764 6 1
213 167.683 11 5
213 198.52 11 1
213 203.061 12 2
213 213.594 13 1
213 241.471 14 1
213 272.86 15 1
213 337.821 16 1
213 499.246 18 2
213 511.096 19 2
213 528.705 23 4
213 540.415 25 2
213 619.046 27 1
213 623.425 29 3
213 648.645 30 1
213 661.767 31 1
213 679.096 32 2
213 695.815 33 1
213 701.352 34 1
213 728.796 35 1
213 739.651 36 1
213 748.365 36 1
213 838.996 39 3
213 851.6 40 1
213 888.785 41 1
213 895.88 42 2
213 902.538 43 1
213 931.001 44 1
213 971.293 45 1
213 1019.206 46 1
213 1029.371 47 1
