ID TIME TELAPSED TIMESTAMP BLOCK HASH PHASH DIFF TDIFF SIZE TXS UNC
114 2.295 447.26235914230347 -444.968 1 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 0x8c4c1d7d3d184ec44c7f8c9a3632477117615a2b7b6936040838ecf306bf3325 2 3 610 0 0
114 4.941 434.90878319740295 -429.968 2 0xda388a95aef837c430c9e45879c6485b79fa005ca5701c03a17e9f2c358137d5 0x65940fccc3bd626e9ed3c4536732b61b16dbb8cf59bd006d504be6b58bb35440 1 4 1263 6 0
114 6.686 421.65319299697876 -414.968 3 0x94280490e754f4f1f4c427ce844ef4f7483aaf3fa749018d8f765d2fb82581f4 0xda388a95aef837c430c9e45879c6485b79fa005ca5701c03a17e9f2c358137d5 1 5 610 0 0
114 8.652 7.619294881820679 1.032 4 0x2ce394e2d781be4f97763f0b9223a9a672d1a8d8caa0c3321d4689364eb145e1 0x94280490e754f4f1f4c427ce844ef4f7483aaf3fa749018d8f765d2fb82581f4 1 6 830 2 0
