ID TIME BLK #BLOCKS
218 107.083 4 2
218 122.345 6 2
218 129.826 7 1
218 138.77 8 1
218 198.539 8 2
218 209.169 8 1
218 214.687 9 2
218 268.655 12 1
218 273.908 13 1
218 407.925 14 1
218 413.19 15 2
218 439.873 16 1
218 470.354 17 1
218 588.218 18 2
218 594.188 21 3
218 697.652 22 1
218 702.768 23 1
218 731.672 23 1
218 740.712 24 1
218 807.332 27 3
218 887.672 28 1
218 907.062 30 2
218 917.707 32 2
218 930.328 33 1
218 935.928 34 1
218 978.548 35 1
218 1008.271 36 1
218 1037.21 37 1
218 1108.672 38 1
218 1115.746 39 1
218 1187.419 40 2
218 1204.247 41 1
218 1268.71 42 1
218 1273.602 42 1
218 1308.178 45 3
218 1320.269 46 1
218 1368.008 48 3
218 1387.04 49 1
218 1417.059 50 1
