ID TIME BLK %CPU CHAINDATASIZE
209 68.993 3 179779 33.69
209 113.984 3 179779 33.7
209 179.112 10 198101 33.97
209 205.49 11 199352 34.17
209 490.787 16 224451 35.14
209 492.981 16 224451 35.15
209 538.308 19 234480 35.36
209 582.871 19 234688 35.41
209 636.474 22 239839 35.6
209 673.72 22 239943 35.7
209 720.038 23 239943 35.88
209 763.074 23 243588 35.94
209 819.974 28 256200 36.08
209 860.946 29 262469 36.21
209 905.046 32 268949 36.39
209 942.247 32 268949 36.47
209 987.271 32 268949 36.48
209 1032.302 37 277582 36.56
209 1077.32 37 277582 36.62
209 1122.328 37 279490 36.64
209 1171.184 39 289578 36.8
209 1212.342 39 289786 36.8
209 1270.571 45 308168 36.96
209 1389.342 49 319413 37.47
209 1400.226 50 321176 37.54
