ID TIME BLK #BLOCKS
214 37.973 4 2
214 49.236 5 1
214 107.309 7 2
214 152.369 10 3
214 162.698 11 1
214 190.411 12 1
214 238.455 13 1
214 248.359 14 1
214 307.404 15 1
214 311.424 16 1
214 317.438 17 1
214 367.296 18 1
214 408.231 19 1
214 421.971 18 2
214 433.842 19 1
214 441.938 20 1
214 497.466 21 1
214 538.105 24 3
214 558.172 25 1
214 565.195 27 2
214 579.482 28 1
214 632.815 28 1
214 658.509 31 3
214 681.711 33 3
214 827.882 35 2
214 841.55 39 4
214 852.336 40 1
214 888.488 42 2
214 893.472 42 1
214 917.694 43 1
214 998.249 46 4
