ID TIME BLK #BLOCKS
213 16.499 3 2
213 37.93 4 2
213 72.806 6 3
213 104.408 8 3
213 131.569 10 4
213 155.489 12 3
213 166.386 13 1
213 183.205 14 1
213 197.556 15 1
213 207.364 15 1
213 214.739 16 1
213 228.448 17 1
213 250.022 18 1
213 256.251 19 1
213 286.206 20 1
213 306.989 22 4
213 349.699 25 6
213 388.647 26 1
213 394.042 28 2
213 408.493 29 1
213 422.855 29 1
213 440.817 30 7
213 471.117 32 3
213 477.056 33 1
213 488.083 34 1
213 508.164 35 2
213 540.093 37 3
213 583.5 40 7
213 637.275 43 5
213 680.521 46 4
213 694.147 47 1
213 720.894 49 4
213 749.681 51 2
213 799.745 52 1
213 817.556 55 4
213 857.984 58 4
213 870.768 59 2
