ID TIME BLK #BLOCKS
213 16.258 4 1
213 48.295 5 2
213 51.16 6 1
213 88.17 7 2
213 127.676 8 2
213 132.874 9 1
213 177.033 9 1
213 178.878 10 1
213 184.663 11 1
213 209.591 12 1
213 248.89 13 1
213 367.513 12 1
213 373.765 18 6
213 384.599 19 1
213 427.064 21 2
213 598.252 23 2
213 606.639 32 9
213 638.042 34 2
213 653.133 35 1
213 669.029 36 1
213 675.477 36 1
213 683.449 37 1
213 700.099 38 1
213 713.539 39 1
213 738.451 40 1
213 744.549 41 1
213 768.281 42 2
213 797.781 44 3
213 818.741 45 1
213 824.649 46 1
213 846.858 47 1
213 851.923 48 1
213 864.745 49 1
