ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
211 6.28 2 0 0 0   
211 8.585 2 1 1 1 210 210 210
211 11.146 2 1 1 1 210 210 210
211 13.62 2 1 1 1 210 210 210
211 16.229 2 1 1 1 210 210 210
211 18.368 3 1 2 2 210;217 210 217;210
211 20.907 3 2 2 2 210;217 210;217 217;210
211 23.532 3 2 1 1 217 210;217 217
211 25.844 3 2 1 1 217 210;217 217
211 28.309 3 2 1 1 217 210;217 217
211 30.822 4 2 1 1 217 210;217 217
211 32.964 4 2 1 1 217 210;217 217
211 35.329 4 2 0 0  210;217 
211 37.801 4 2 1 1 217 210;217 217
211 40.463 4 1 0 0  210 
211 42.787 4 0 1 1 214  214
211 45.298 4 1 1 1 214 214 214
211 47.823 5 1 1 1 214 214 214
211 50.371 5 2 2 2 214;224 224;214 224;214
211 52.88 5 2 2 2 214;224 224;214 224;214
211 55.532 5 2 3 3 214;224;222 224;214 214;222;224
211 58.031 5 2 1 1 222 224;214 222
211 60.395 5 3 1 1 222 222;224;214 222
211 62.978 6 3 2 2 222;213 222;224;214 222;213
211 65.658 6 3 2 2 222;213 222;224;214 222;213
211 68.857 6 4 1 1 213 222;224;213;214 213
211 71.488 6 4 1 1 213 222;224;213;214 213
211 73.696 6 2 2 2 213;224 222;213 224;213
211 76.198 6 3 1 1 224 222;213;214 224
211 78.788 7 2 1 1 224 222;213 224
211 81.181 7 1 0 0  213 
211 84.716 7 1 0 0  213 
211 87.199 7 0 0 0   
211 89.65 7 0 1 0 213  
211 91.662 7 0 1 1 213  213
211 93.861 7 0 0 0   
211 96.243 7 0 1 1 213  213
211 98.271 7 0 1 1 213  213
211 100.332 7 1 0 0  213 
211 102.389 7 1 1 0 222 213 
211 104.823 7 1 1 1 222 222 222
211 107.688 7 1 0 0  222 
211 110.069 8 1 0 0  222 
211 112.62 8 1 0 0  222 
211 115.053 8 0 1 1 217  217
211 117.855 9 1 0 0  217 
211 120.411 9 1 1 1 217 217 217
211 122.863 10 1 0 0  217 
211 124.953 10 1 0 0  217 
211 127.592 10 1 0 0  217 
211 130.114 10 1 0 0  217 
211 132.593 10 0 0 0   
211 135.078 10 0 0 0   
211 137.579 10 0 0 0   
211 139.588 10 0 0 0   
211 142.108 10 0 0 0   
211 144.612 10 0 0 0   
211 147.131 10 0 0 0   
211 149.618 10 0 0 0   
211 151.63 10 0 0 0   
211 153.67 10 0 1 1 226  226
211 155.694 10 0 2 2 226;222  222;226
211 157.807 10 1 2 2 226;222 226 222;226
211 160.357 12 1 2 1 226;210 226 226
211 163.048 12 2 2 2 226;210 210;226 210;226
211 165.324 12 2 1 1 222 210;226 222
211 168.853 12 3 0 0  210;222;226 
211 171.476 13 3 0 0  210;222;226 
211 173.931 13 3 0 0  210;222;226 
211 176.47 13 3 1 1 217 210;222;217 217
211 179.228 13 3 1 1 217 210;222;217 217
211 181.639 13 3 1 1 217 210;222;217 217
211 184.217 13 3 3 3 217;213;224 210;222;217 217;224;213
211 187.062 14 4 3 3 217;213;224 210;222;213;217 217;224;213
211 190.266 14 4 1 1 224 222;224;213;217 224
211 193.003 14 4 0 0  222;224;213;217 
211 196.189 14 5 2 2 217;218 218;222;224;213;217 217;218
211 199.112 14 5 1 1 214 218;222;224;213;217 214
211 202.772 15 6 1 0 214 218;222;224;213;217;214 
211 206.712 15 6 0 0  218;222;224;213;217;214 
211 209.732 15 6 1 1 226 218;222;224;213;217;214 226
211 213.172 15 6 0 0  218;222;224;213;217;214 
211 215.665 16 5 0 0  218;224;213;217;214 
211 217.944 16 2 0 0  218;214 
211 220.563 16 2 1 1 222 218;214 222
211 223.24 16 2 1 1 224 222;214 224
211 226.105 16 3 3 3 224;222;209 222;224;214 222;224;209
211 229.129 16 4 2 2 209;224 209;222;224;214 224;209
211 231.836 17 5 1 1 209 209;218;222;224;214 209
211 234.861 17 4 0 0  209;218;222;224 
211 237.777 17 3 0 0  209;222;224 
211 240.316 17 3 0 0  209;222;224 
211 242.772 17 3 0 0  209;222;224 
211 245.303 18 3 0 0  209;222;224 
211 248.007 18 3 0 0  209;222;224 
211 250.403 18 3 1 0 224 209;222;224 
211 252.797 18 2 1 1 224 209;224 224
211 255.482 18 0 1 1 224  224
211 258.074 18 2 4 4 224;218;222;209 218;222 222;224;218;209
211 261.715 19 4 3 2 224;209;214 209;218;222;224 209;224
211 264.698 19 4 2 2 214;222 218;222;224;214 222;214
211 267.651 19 4 0 0  218;222;224;214 
211 270.343 19 4 0 0  218;222;224;214 
211 272.882 19 3 1 0 210 218;224;214 
211 275.886 20 4 1 1 210 210;218;224;214 210
211 278.986 20 4 1 1 210 210;218;224;214 210
211 282.617 20 3 0 0  210;224;214 
211 285.712 20 3 2 1 226;209 210;224;214 209
211 288.598 20 4 2 2 226;209 210;224;226;214 209;226
211 292.464 21 4 1 1 209 209;210;226;214 209
211 295.221 21 5 0 0  209;210;224;226;214 
211 297.475 21 2 0 0  209;226 
211 299.846 21 3 1 1 218 209;210;226 218
211 302.703 21 4 0 0  209;210;218;226 
211 305.204 22 4 0 0  209;210;218;226 
211 307.906 22 3 1 1 222 209;218;226 222
211 310.416 22 2 1 1 222 218;226 222
211 312.867 22 1 0 0  218 
