ID TIME BLK #BUFFER #GETH BUFFERPEERS GETHPEERS
222 1 3 0 0 [] []
222 53 3 0 1 [] ['224']
222 106 3 0 1 [] ['209']
222 158 3 0 0 [] []
222 211 3 0 0 [] []
222 264 3 1 1 ['209'] ['209']
222 316 3 1 1 ['224'] ['209']
222 368 3 0 1 [] ['224']
222 421 3 0 0 [] []
222 474 3 1 0 ['224'] []
222 527 3 0 1 [] ['224']
222 580 6 1 1 ['209'] ['209']
222 631 6 0 0 [] []
222 683 6 0 0 [] []
222 737 6 1 0 ['209'] []
222 789 6 0 0 [] []
222 843 6 1 0 ['209'] []
222 895 6 0 0 [] []
222 949 6 0 0 [] []
222 1002 6 2 1 ['224', '209'] ['224']
222 1056 9 1 2 ['224'] ['209', '224']
222 1109 9 1 0 ['224'] []
222 1162 9 1 0 ['209'] []
222 1215 9 0 0 [] []
222 1268 9 1 1 ['224'] ['209']
222 1320 9 0 0 [] []
222 1372 9 0 0 [] []
222 1425 9 1 0 ['224'] []
222 1477 11 1 2 ['209'] ['209', '224']
222 1527 12 0 0 [] []
222 1581 12 1 0 ['224'] []
222 1634 12 0 0 [] []
222 1687 12 0 0 [] []
222 1740 12 0 0 [] []
222 1793 12 0 0 [] []
222 1846 14 1 1 ['224'] ['224']
222 1899 14 0 0 [] []
222 1952 14 0 0 [] []
222 2005 14 0 0 [] []
222 2058 14 0 0 [] []
222 2111 14 0 0 [] []
222 2164 14 1 0 ['209'] []
222 2217 14 1 1 ['209'] ['209']
222 2271 14 2 1 ['209', '224'] ['224']
222 2325 14 1 1 ['209'] ['224']
222 2380 16 0 0 [] []
222 2432 16 0 0 [] []
222 2485 16 0 0 [] []
222 2536 16 1 0 ['209'] []
222 2589 16 0 1 [] ['209']
222 2641 18 0 1 [] ['224']
222 2693 18 0 0 [] []
222 2746 18 1 1 ['224'] ['224']
222 2797 19 0 1 [] ['224']
222 2850 19 0 0 [] []
222 2902 19 0 0 [] []
222 2956 20 0 0 [] []
222 3009 20 1 1 ['224'] ['224']
222 3062 20 1 0 ['209'] []
222 3115 20 0 1 [] ['209']
222 3169 21 0 0 [] []
222 3222 21 1 0 ['209'] []
222 3276 21 0 0 [] []
222 3329 21 0 1 [] ['224']
222 3381 22 0 1 [] ['224']
222 3432 22 1 1 ['209'] ['209']
222 3482 22 1 2 ['224'] ['209', '224']
222 3536 23 0 1 [] ['224']
222 3588 23 0 0 [] []
222 3639 24 0 0 [] []
222 3692 24 0 0 [] []
222 3745 24 0 0 [] []
222 3795 24 0 0 [] []
222 3848 24 0 0 [] []
222 3901 24 1 0 ['209'] []
222 3954 24 0 1 [] ['209']
222 4007 24 0 2 [] ['209', '224']
222 4062 24 0 0 [] []
222 4114 24 0 0 [] []
222 4167 24 1 0 ['209'] []
222 4220 24 0 0 [] []
222 4273 24 1 0 ['224'] []
222 4327 24 1 2 ['209'] ['209', '224']
222 4380 27 1 1 ['209'] ['209']
222 4433 27 0 0 [] []
222 4485 27 0 0 [] []
222 4538 27 1 1 ['224'] ['224']
222 4592 27 0 1 [] ['224']
222 4646 29 0 1 [] ['224']
222 4697 29 0 0 [] []
222 4749 29 0 0 [] []
222 4802 30 0 0 [] []
222 4855 30 1 1 ['209'] ['209']
222 4908 30 0 1 [] ['209']
