ID TIME BLK %CPU CHAINDATASIZE
211 23.866 4 193589 34.49
211 80.04 7 199607 34.74
211 80.604 7 199607 34.74
211 90.375 7 199711 34.74
211 100.593 8 201796 34.77
211 110.376 8 201900 34.76
211 120.389 8 201900 34.78
211 130.402 8 201900 34.76
211 140.419 8 201900 34.75
211 150.407 8 201900 34.77
211 160.419 8 201900 34.78
211 170.851 10 205111 34.81
211 180.602 10 205215 34.85
211 190.478 10 205215 34.86
211 200.487 10 205215 34.84
211 210.511 10 205215 34.86
211 220.521 10 205215 34.84
211 230.526 10 205215 34.82
211 297.375 16 223116 35.02
211 353.02 17 227331 35.14
211 353.949 17 227331 35.15
211 363.588 17 227331 35.15
211 373.578 17 227331 35.13
211 383.625 17 227331 35.12
211 393.608 17 227331 35.1
211 403.612 17 227331 35.09
211 413.74 17 227331 35.1
211 423.663 18 230253 35.15
211 433.637 18 230253 35.13
211 444.092 18 230253 35.15
211 454.381 23 244825 35.21
211 478.073 25 249859 35.34
211 519.59 27 255459 35.45
211 520.22 27 255459 35.46
211 530.101 27 255459 35.5
211 540.01 27 255459 35.52
211 550.125 30 259911 35.56
211 560.026 30 259911 35.56
211 570.063 30 259911 35.54
211 580.064 30 259911 35.52
211 590.661 31 263749 35.53
211 600.153 31 263749 35.58
211 610.169 31 263749 35.57
211 620.421 31 263749 35.59
211 630.591 33 269139 35.65
211 640.597 34 276366 35.71
211 665.31 36 281969 35.84
211 690.008 37 294747 35.92
211 716.347 39 309181 36.03
211 718.847 39 309181 36.05
211 729.68 40 314013 36.11
211 739.116 40 320392 36.16
211 760.052 42 337962 36.28
211 760.574 42 337962 36.28
211 792.318 44 366355 36.46
211 805.547 45 374632 36.54
211 805.99 45 374632 36.54
211 815.899 45 374840 36.58
211 836.876 47 379782 36.65
211 857.005 48 383115 36.76
211 859.76 48 383115 36.77
