S1 S2 S3
0 0 0
209 364 357
275 441 419
271 441 429
271 446 434
271 390 384
270 428 420
958 432 415
957 551 378
958 960 396
959 961 391
959 962 410
958 959 761
958 521 385
270 436 427
259 403 390
280 438 434
269 449 438
280 427 412
224 371 365
216 353 348
224 367 361
280 435 422
266 391 379
263 399 386
266 408 384
278 420 399
276 418 401
267 422 401
243 388 362
229 367 355
217 360 353
220 370 364
230 377 376
225 377 948
265 411 533
271 416 959
952 492 954
956 387 402
956 394 384
598 390 377
256 393 380
266 405 391
248 389 374
247 384 373
238 378 369
277 410 399
251 389 378
269 403 389
279 428 414
273 402 385
263 410 394
247 387 375
237 375 360
251 378 371
243 385 372
279 419 405
286 428 414
268 424 414
283 421 408
954 407 408
958 416 404
959 958 427
956 958 394
957 956 955
959 963 960
958 962 960
958 960 957
959 962 960
928 962 960
792 960 959
949 956 950
953 957 954
953 958 957
959 962 960
959 962 960
959 962 960
958 962 959
957 961 956
285 953 960
283 448 478
284 444 440
288 428 417
280 420 408
291 441 431
220 369 357
276 434 424
281 441 428
279 453 440
943 404 384
957 957 385
958 963 955
958 962 951
958 959 379
959 419 390
280 405 387
256 388 375
256 395 386
267 411 399
277 436 438
280 450 435
284 445 428
278 448 431
281 445 437
277 448 438
281 446 437
282 451 438
280 450 425
280 447 435
281 448 437
279 441 435
267 421 423
245 410 953
243 616 959
250 959 959
506 957 959
229 694 958
218 383 634
218 374 368
234 375 362
281 446 436
281 449 433
284 442 422
284 440 420
278 444 436
257 396 388
238 384 374
277 421 415
957 952 421
956 959 429
957 960 955
959 962 961
957 959 954
958 962 960
959 961 960
955 949 373
282 407 388
268 404 388
283 447 430
260 413 408
278 436 435
269 431 438
266 425 433
271 435 427
251 393 371
278 415 398
228 366 353
211 351 342
196 340 335
218 364 379
285 444 614
279 446 959
257 629 960
281 963 959
958 963 960
959 963 960
260 961 960
823 961 961
959 962 960
958 963 960
290 962 960
284 962 960
272 962 960
285 963 960
263 963 961
279 961 960
236 955 954
598 499 401
897 442 349
952 558 363
958 820 412
959 949 408
958 958 426
958 957 767
263 482 960
247 455 957
264 429 958
259 418 958
249 409 957
263 398 954
959 959 392
957 959 377
959 958 367
958 956 364
958 958 371
959 959 376
959 960 381
959 960 404
959 961 440
959 962 256
959 961 561
959 961 679
957 958 709
335 423 381
280 430 412
278 423 401
284 423 396
274 446 415
281 439 424
277 451 429
283 442 426
263 413 397
233 379 371
215 365 363
231 383 376
261 411 393
958 962 960
958 962 961
959 962 960
959 962 960
959 962 960
959 962 960
959 962 960
959 963 943
958 962 440
959 962 440
958 462 440
952 448 442
280 455 440
284 450 439
275 446 440
273 447 441
271 452 441
268 447 438
274 438 431
276 444 437
271 438 422
276 451 468
271 448 958
271 448 437
275 446 438
274 449 442
276 444 440
271 448 435
269 444 445
273 448 435
276 428 413
276 448 441
285 435 423
295 440 423
275 437 422
273 435 423
271 434 421
281 436 415
278 441 427
274 433 421
274 425 410
271 398 395
247 382 371
229 385 384
244 392 386
241 388 379
243 379 373
250 391 378
241 391 384
