S1 S2 S3
0 0 0
965 964 962
965 964 962
965 964 962
965 964 963
327 964 963
325 962 962
325 366 963
325 367 410
329 355 384
321 366 379
314 369 381
330 365 384
327 367 381
316 366 373
326 361 377
322 361 370
963 358 369
964 363 377
964 963 382
965 367 381
324 355 381
331 367 374
294 339 352
958 371 382
963 369 390
352 365 382
306 369 385
322 354 377
322 366 385
323 367 381
322 364 384
320 366 380
311 354 361
327 367 381
339 369 382
334 364 377
334 359 379
337 369 380
333 364 963
335 364 962
325 353 941
324 356 445
332 360 384
320 364 374
337 364 381
333 364 362
337 369 378
320 369 380
335 371 378
334 366 371
325 374 378
335 367 376
335 358 370
338 366 377
337 367 379
333 369 377
321 371 374
320 368 384
332 373 385
342 367 382
335 372 372
339 371 378
338 370 384
335 371 376
334 370 381
327 369 384
330 371 381
337 366 381
329 360 376
965 350 378
965 391 384
965 964 380
965 964 792
965 964 963
965 964 963
965 964 382
964 963 370
890 373 961
313 335 961
311 335 961
303 335 960
294 324 947
326 347 962
290 948 961
304 962 962
314 962 962
306 350 369
339 372 385
337 367 369
335 374 382
345 370 384
344 371 384
342 369 378
345 376 388
344 372 384
342 371 380
345 372 381
335 369 373
343 376 371
339 364 377
339 374 379
329 372 377
340 374 372
340 371 380
334 369 385
306 345 377
311 340 366
325 348 350
342 361 369
340 361 373
337 373 377
341 370 376
342 371 380
339 355 380
343 372 378
344 364 381
335 357 359
335 358 369
339 361 367
349 368 382
320 350 365
317 331 366
312 325 360
323 338 366
962 956 849
962 958 957
964 961 959
964 961 958
963 960 956
963 945 354
340 364 373
348 964 963
965 964 962
965 964 963
965 964 962
965 964 963
965 964 963
965 964 963
965 964 388
965 961 388
398 378 391
346 377 386
350 376 376
348 376 387
335 373 378
347 371 385
305 342 353
338 373 389
342 362 945
342 378 963
333 367 963
340 364 963
343 367 962
340 364 618
328 354 374
325 349 371
330 353 365
323 347 359
349 378 380
345 374 379
345 364 367
327 374 388
345 371 378
344 376 385
344 379 386
344 377 382
303 342 342
335 369 391
330 377 387
342 376 388
326 366 379
344 380 386
339 374 382
332 359 364
316 364 436
964 962 960
965 962 960
965 963 960
965 963 961
965 964 962
964 964 962
962 963 962
593 346 361
954 366 376
964 371 380
965 370 382
965 357 369
965 367 380
965 371 382
965 371 384
332 361 372
339 371 377
341 364 386
339 370 378
334 361 369
339 356 376
335 372 383
341 369 378
292 329 339
294 335 354
337 370 366
342 374 384
342 371 379
339 375 386
338 371 380
338 359 384
338 372 376
964 372 380
965 964 961
965 964 962
965 964 962
965 963 961
965 963 960
965 964 917
965 963 360
965 963 352
335 368 359
335 367 375
326 368 378
338 364 382
337 370 380
340 359 382
322 370 378
337 356 379
965 640 367
965 964 962
965 964 963
965 964 963
965 964 963
965 964 963
965 964 962
965 964 963
335 565 962
338 376 381
330 362 381
328 361 371
331 361 375
327 357 365
334 364 366
315 339 356
339 369 372
335 369 364
342 374 379
339 370 385
339 368 382
335 370 378
339 373 382
339 374 380
339 374 385
344 371 378
328 351 354
334 353 377
340 373 380
341 373 382
339 379 384
344 371 382
341 373 376
344 361 382
340 371 382
335 369 376
320 346 352
313 338 348
313 353 357
308 330 345
340 369 378
329 370 381
346 373 384
345 371 382
344 371 384
346 371 383
334 374 384
345 377 388
343 376 384
344 370 371
337 359 380
341 371 380
330 375 384
342 373 384
339 373 375
330 367 387
433 353 367
965 957 384
965 964 384
964 384 382
965 372 378
398 372 390
344 377 384
333 376 385
346 378 377
345 378 389
346 382 388
352 383 393
348 381 386
347 371 393
339 385 391
349 380 391
349 380 391
335 383 387
347 382 389
339 381 382
342 378 376
345 367 388
348 380 382
333 366 361
334 374 380
334 369 377
346 370 373
342 369 366
339 378 390
347 379 386
296 332 327
328 347 364
333 370 374
353 384 391
312 344 349
316 347 358
312 339 350
344 381 383
353 384 389
345 382 398
294 313 332
355 383 391
963 381 396
958 328 332
961 350 369
234 269 286
230 267 290
233 270 289
236 274 289
235 273 288
237 275 289
239 273 292
237 275 287
236 268 289
965 268 283
964 962 955
965 963 961
965 963 960
963 963 962
962 960 961
961 961 961
963 964 805
228 964 284
225 694 280
233 269 289
228 270 289
231 276 289
230 269 281
235 270 284
230 265 281
232 270 287
230 269 282
230 269 283
228 266 281
231 270 287
231 273 285
958 964 285
965 964 963
965 963 962
965 964 285
959 958 266
965 964 284
965 964 290
965 964 957
965 963 320
234 265 282
229 268 281
230 267 280
234 270 285
236 271 288
233 271 289
234 274 289
233 274 962
965 964 962
964 963 961
964 963 961
963 961 959
965 964 963
965 964 963
960 961 958
963 964 962
964 964 963
964 963 961
963 960 958
962 960 959
964 963 962
965 964 963
964 962 960
965 964 963
965 964 963
229 270 286
228 268 351
228 275 287
227 267 280
229 269 286
230 269 285
226 261 277
227 267 284
231 270 289
228 263 283
234 270 287
230 271 287
228 267 561
224 262 511
218 302 962
961 962 956
964 962 269
227 269 280
230 270 285
227 266 281
228 265 280
215 256 270
229 268 280
221 259 273
231 268 284
231 273 289
229 269 286
229 268 288
228 270 289
243 268 286
228 270 286
226 266 284
226 266 282
227 270 286
227 269 288
229 271 286
230 270 287
229 268 286
228 268 289
221 267 283
219 268 283
225 270 281
326 280 285
337 375 298
306 341 347
346 368 384
341 382 376
347 373 390
337 379 380
313 346 354
342 381 389
964 893 387
965 964 387
965 963 378
965 956 377
965 417 376
965 367 374
965 364 375
960 372 381
331 360 367
337 372 381
338 378 385
339 376 389
340 376 386
323 367 371
348 378 384
342 380 386
342 376 391
338 386 384
335 371 376
332 367 370
326 366 377
341 379 376
335 373 382
335 377 381
324 374 380
332 371 376
330 372 377
334 378 386
334 374 384
333 361 379
335 373 373
334 376 379
335 376 382
334 369 381
335 376 372
335 378 376
327 367 380
332 376 378
337 378 383
292 334 335
287 332 333
287 327 330
331 370 377
350 372 361
881 935 911
964 963 961
964 963 961
965 964 962
964 963 961
964 963 962
964 963 961
964 964 963
335 369 377
333 367 379
338 370 377
337 368 378
324 344 359
305 322 329
812 323 337
965 365 371
965 366 373
965 367 371
337 369 380
335 369 376
334 369 374
332 367 378
335 372 382
313 345 360
327 363 358
335 354 377
330 371 383
334 368 378
337 371 380
321 372 380
337 377 380
337 369 377
337 372 377
332 369 377
333 366 377
334 372 374
329 371 380
335 358 378
338 369 378
311 338 347
312 353 355
335 373 380
335 371 382
332 358 380
332 367 367
335 377 384
335 374 384
338 372 385
335 372 380
330 366 382
335 373 364
339 375 380
339 364 367
338 358 367
954 348 431
965 961 956
963 960 340
962 948 349
962 337 351
963 339 352
572 359 379
335 372 371
338 372 384
335 371 385
344 374 382
339 376 384
335 368 374
340 374 386
335 370 382
339 372 378
339 363 359
965 354 358
965 964 361
965 963 387
965 376 385
323 349 364
321 351 366
335 367 378
348 379 388
345 377 384
340 378 376
327 378 388
345 376 385
342 366 389
341 508 391
342 964 961
965 964 961
965 963 961
964 962 960
965 963 962
961 960 958
963 962 961
965 964 963
964 963 963
965 964 962
963 351 354
335 370 381
335 355 381
340 374 388
316 348 385
313 367 386
335 369 382
344 367 358
335 355 362
339 371 378
344 377 390
335 370 383
314 352 361
324 352 367
327 376 376
331 363 370
325 357 376
335 382 387
342 382 390
344 380 390
342 379 390
335 375 382
338 367 387
345 377 386
341 363 385
335 366 378
302 339 345
329 365 367
345 377 387
340 379 387
345 383 390
341 380 386
342 376 393
342 368 390
342 364 386
963 536 354
964 374 386
961 960 345
962 960 958
964 962 961
965 964 963
962 960 962
963 961 959
964 963 961
335 964 963
338 371 961
320 381 390
338 367 385
335 377 384
340 383 388
338 373 387
340 380 376
335 378 384
950 373 382
374 378 385
335 374 385
280 326 334
290 334 344
284 335 341
303 335 332
320 338 356
302 334 348
295 332 341
296 337 333
295 334 340
297 337 344
287 326 340
320 358 366
326 379 383
339 380 389
337 379 387
337 365 388
340 379 389
341 377 388
339 379 387
340 370 390
339 382 390
338 376 390
338 380 391
326 380 390
331 380 390
335 381 383
326 386 388
332 379 388
341 385 387
343 380 387
341 381 961
337 364 962
340 388 963
337 382 962
338 387 963
332 790 962
342 964 963
337 918 963
345 378 383
344 381 386
342 381 386
344 381 385
344 378 385
320 372 378
335 366 374
332 361 374
338 374 374
341 378 367
342 377 374
335 381 381
341 382 373
341 382 387
332 378 386
345 367 389
344 378 383
339 379 378
343 379 380
344 365 380
339 363 379
338 377 379
342 378 384
331 371 386
329 382 388
335 384 391
341 387 391
343 385 391
344 373 382
338 380 384
344 382 380
332 374 369
340 382 383
342 384 390
340 385 388
347 382 390
340 382 380
344 379 391
349 373 385
338 371 430
365 964 963
338 964 963
332 964 963
325 961 963
335 391 963
329 369 963
328 358 960
335 369 947
340 958 962
961 958 344
962 959 344
965 962 364
960 339 345
640 340 355
323 358 366
337 376 381
338 364 387
339 377 388
340 380 377
322 359 372
334 371 376
339 380 372
339 373 367
340 378 376
337 379 372
340 380 381
339 377 378
332 377 372
308 345 354
337 377 388
340 374 373
332 362 367
338 379 385
338 377 384
340 377 384
335 376 387
335 377 384
334 374 376
334 362 380
333 377 383
335 369 369
320 386 378
332 838 960
335 963 962
335 964 963
333 963 961
343 371 962
314 362 382
320 359 384
320 364 380
320 357 382
326 366 381
331 367 378
320 348 370
287 327 361
302 335 365
312 342 373
320 372 386
341 376 386
327 365 366
335 378 378
339 367 389
329 380 386
327 374 384
340 376 388
337 370 380
335 369 379
332 373 385
322 361 375
305 347 366
330 371 364
334 372 386
309 349 364
312 340 344
962 350 360
965 963 365
331 374 963
322 374 359
327 366 362
325 363 364
326 361 368
310 361 367
310 363 371
263 324 317
315 371 370
958 956 953
962 961 960
