S1 S2 S3
0 0 0
412 406 956
393 412 937
410 960 951
473 924 964
405 423 888
421 408 934
444 430 958
423 628 623
967 967 955
963 962 956
952 958 957
883 956 954
948 960 953
954 961 946
948 519 341
454 438 381
465 460 393
466 445 387
455 455 388
460 442 384
463 451 415
967 967 963
966 968 964
958 967 963
500 968 963
460 967 961
433 963 953
418 949 590
409 393 328
446 448 388
479 472 393
483 467 394
482 472 398
471 473 397
457 457 392
455 446 380
479 468 393
395 381 328
393 376 323
367 351 305
369 354 306
379 361 315
369 358 310
384 372 325
422 426 366
426 427 384
434 433 388
461 959 962
964 967 963
964 966 963
965 967 962
967 967 963
968 969 963
966 966 962
742 448 389
466 451 375
440 422 355
436 413 342
470 463 390
477 455 398
469 458 390
475 466 393
409 385 332
468 450 383
460 462 393
473 462 398
469 459 388
445 430 370
433 423 367
462 463 398
401 384 485
428 419 955
402 394 344
415 407 354
394 380 334
386 367 324
461 425 370
412 408 352
456 454 391
473 465 393
471 465 395
479 463 402
473 468 396
487 465 397
404 382 333
457 448 382
474 473 402
483 475 399
486 476 404
478 467 399
477 473 399
480 468 400
456 438 389
458 454 387
391 378 326
477 457 391
476 470 398
474 466 386
461 463 387
484 460 379
473 469 389
475 448 378
419 396 334
481 455 393
426 409 337
441 419 339
465 435 353
470 446 379
391 367 323
414 402 356
386 376 329
431 423 379
428 403 353
474 463 388
473 463 393
468 459 394
473 463 397
474 461 399
439 427 367
471 463 396
472 463 399
373 363 320
435 420 367
469 465 391
469 458 390
455 452 388
431 439 384
443 442 388
467 459 389
474 465 399
467 461 389
964 967 961
967 967 962
968 968 962
969 969 962
968 967 959
969 969 963
968 968 943
477 468 391
440 435 369
443 436 375
446 424 374
472 462 397
465 462 407
444 449 391
410 411 352
435 428 379
436 960 960
444 966 961
966 967 961
967 967 962
966 966 962
967 967 963
967 967 963
967 967 963
967 967 957
965 595 346
420 379 325
473 452 391
480 465 391
476 465 396
480 471 396
481 474 395
477 475 396
710 469 401
966 451 393
968 447 384
969 452 391
967 520 390
967 964 396
468 454 391
464 450 387
475 450 388
473 452 384
483 445 370
462 433 360
444 441 388
465 465 401
440 430 364
484 481 405
467 466 398
464 455 391
472 460 391
468 460 389
396 383 326
374 353 311
403 376 329
458 428 384
443 427 367
486 471 401
483 469 399
475 456 396
465 458 397
455 448 396
967 967 962
968 967 962
967 968 962
968 968 963
968 967 412
968 748 398
968 455 401
644 454 390
472 453 391
462 460 399
448 435 388
415 402 350
478 463 402
481 462 388
488 464 401
474 469 403
967 461 399
968 958 402
967 442 386
872 459 397
470 462 403
449 451 391
475 467 404
451 443 388
462 453 386
476 459 399
489 472 398
485 467 399
420 396 340
384 363 324
411 391 345
475 460 398
480 462 403
482 465 404
479 467 396
475 471 399
465 462 391
466 462 395
451 454 398
407 387 335
477 465 399
435 439 373
479 462 398
437 430 378
465 453 398
404 401 352
434 421 364
462 436 375
442 419 374
453 447 391
465 452 391
435 433 383
474 460 403
469 463 397
481 473 400
480 460 399
478 455 394
481 465 402
467 448 383
486 463 398
473 455 387
471 443 371
484 463 395
469 469 396
482 471 398
483 471 399
482 468 399
486 466 402
481 471 404
477 468 399
472 455 391
967 954 377
968 967 961
968 968 962
968 968 963
968 968 963
967 966 955
967 967 959
640 968 962
479 457 428
482 463 388
467 457 391
446 431 372
484 465 390
477 459 378
484 467 387
483 462 399
459 452 388
453 452 393
449 448 379
446 437 391
396 382 335
385 376 328
469 455 388
435 411 355
457 441 378
477 471 399
482 453 396
484 473 392
420 399 347
457 447 381
967 967 963
967 968 963
968 968 963
853 967 963
457 967 962
462 968 964
455 617 962
421 406 934
403 410 393
964 964 946
967 967 962
967 967 962
968 967 961
969 969 963
968 969 963
966 731 384
437 442 393
399 398 364
408 417 386
436 466 399
642 473 401
757 474 367
957 442 337
964 384 517
966 470 645
955 437 723
380 363 715
377 359 453
375 355 321
389 379 351
413 400 364
485 467 387
485 457 393
481 455 393
473 458 391
461 478 396
455 463 393
459 449 397
462 448 391
456 451 382
443 444 375
467 457 395
409 391 338
410 391 339
431 418 357
472 459 385
425 410 353
392 380 332
473 461 392
391 366 320
399 383 332
459 443 377
418 406 357
469 462 395
471 470 391
475 460 396
473 463 393
476 460 394
475 459 396
473 456 397
472 462 395
467 459 398
480 459 395
452 438 391
447 434 962
467 519 963
425 962 957
695 962 952
968 969 963
482 968 964
460 433 954
477 463 387
476 466 393
475 474 386
483 471 396
472 469 395
477 462 393
470 455 399
446 440 380
473 459 392
466 463 399
481 467 393
487 465 394
478 467 385
425 399 349
481 463 396
475 455 396
669 966 962
967 966 963
966 967 963
967 968 963
966 967 963
964 966 960
965 967 961
968 969 964
968 968 964
967 967 963
967 967 962
967 967 963
968 968 962
967 966 487
453 427 362
462 457 390
474 459 397
451 444 386
453 446 396
459 455 393
391 375 338
443 444 961
445 967 963
967 967 963
957 960 937
964 965 959
968 968 963
962 964 955
958 961 932
917 767 343
934 951 334
399 719 331
467 465 399
431 423 371
395 378 331
433 420 364
448 439 386
399 384 337
419 413 356
441 428 366
484 469 399
480 467 396
483 467 395
479 467 397
475 468 401
479 472 402
479 459 388
480 462 401
968 460 383
968 967 388
968 968 961
968 968 962
969 969 963
958 963 955
960 961 957
825 857 714
966 967 961
967 968 963
968 968 401
965 465 393
476 468 391
479 471 396
475 462 401
465 462 396
442 447 383
466 455 399
459 668 963
435 967 963
423 488 962
426 421 960
433 418 378
450 426 363
474 457 388
477 473 396
463 454 391
439 443 389
476 466 404
480 467 403
480 470 399
475 463 396
480 463 388
477 470 389
477 469 398
476 460 403
470 462 389
427 419 356
396 387 341
409 392 348
422 413 371
417 409 365
479 454 382
469 453 394
430 415 358
469 460 388
457 449 386
410 407 349
392 376 329
388 367 321
441 416 365
476 463 393
442 442 399
483 459 376
390 369 320
475 460 392
457 463 387
471 463 393
462 459 394
966 454 391
968 961 375
968 968 793
968 967 487
967 887 349
960 411 352
443 423 366
434 415 360
468 457 388
480 472 402
481 468 399
471 465 393
460 447 463
442 446 962
449 967 963
967 968 963
968 969 963
967 968 963
968 968 963
968 968 963
956 954 777
964 959 859
951 935 765
645 968 963
478 492 957
472 463 390
464 441 387
467 463 395
467 466 394
425 417 363
463 462 387
651 452 393
561 379 332
959 431 349
966 966 374
967 967 959
967 967 958
969 968 960
968 968 963
968 968 961
967 968 963
905 968 963
448 965 963
424 423 959
426 415 370
434 414 365
467 462 393
480 470 384
480 451 389
473 460 396
462 431 380
967 462 397
449 449 395
396 382 335
452 438 373
443 439 372
455 440 378
492 463 386
960 401 347
964 953 360
968 968 955
968 467 397
470 454 386
471 462 396
468 460 389
479 465 396
477 469 399
471 465 399
452 428 367
743 378 335
396 381 337
396 384 335
396 378 330
392 370 323
393 373 323
396 373 329
467 448 381
394 375 326
481 463 395
485 460 395
482 465 396
484 464 394
474 453 387
477 455 387
464 449 380
466 443 384
454 444 384
473 452 387
467 444 383
467 457 382
400 385 337
439 418 364
471 457 384
486 466 396
393 371 327
485 463 396
475 443 372
967 963 372
966 964 898
967 967 955
967 967 960
968 967 957
952 954 357
968 969 962
968 968 963
968 968 962
967 968 962
968 968 962
968 969 962
968 968 423
965 450 402
468 449 390
961 441 375
967 439 371
967 962 381
967 967 389
967 967 740
967 468 395
477 463 394
425 412 361
403 376 335
410 379 329
425 407 349
489 473 396
484 476 392
965 460 398
967 951 377
967 967 372
967 966 512
966 967 949
967 969 959
966 967 545
964 448 365
413 423 363
442 457 393
435 450 394
445 450 398
455 431 378
473 439 379
471 445 373
965 966 362
966 966 504
967 967 962
967 967 961
967 966 956
967 967 959
960 961 376
957 870 335
953 439 330
419 378 346
464 438 401
478 455 380
482 470 382
487 467 394
482 472 397
463 459 385
394 379 334
391 369 322
420 411 353
399 378 332
467 462 380
442 444 385
475 463 390
461 452 392
469 461 397
463 455 384
476 460 398
476 460 399
964 458 393
967 452 395
968 460 398
968 964 395
968 967 387
966 964 366
961 467 335
476 466 401
472 465 396
483 468 399
467 461 397
485 475 403
486 475 407
478 469 393
485 471 395
482 476 398
477 474 399
474 470 399
471 465 396
959 446 383
948 441 379
463 458 389
477 471 401
470 455 394
480 463 392
472 464 400
468 450 393
467 460 392
466 455 390
468 460 391
480 467 396
437 418 365
477 466 395
465 447 383
459 453 386
473 456 393
465 445 381
962 440 373
967 434 373
968 443 376
968 656 380
465 457 394
452 448 382
447 438 385
462 462 397
451 442 393
471 455 396
473 460 391
455 433 367
385 367 323
411 396 341
398 378 329
376 353 315
381 363 321
379 363 324
434 425 375
431 428 375
470 463 391
468 458 388
467 458 387
463 459 389
470 463 393
480 466 399
463 445 391
455 450 382
389 377 330
433 429 373
388 372 329
467 458 391
471 471 397
480 468 399
484 469 399
466 455 382
441 426 365
471 457 390
481 472 399
476 467 396
480 473 399
482 475 401
470 472 399
494 473 399
967 447 374
968 966 362
968 968 892
967 969 961
967 968 961
966 967 487
966 538 372
758 472 404
487 475 408
462 467 405
465 457 407
487 473 403
479 470 407
477 459 396
471 468 399
489 489 407
393 378 337
472 460 395
419 403 359
473 475 402
445 433 385
484 468 396
480 478 402
479 468 399
465 457 390
457 446 380
959 498 362
966 967 460
967 967 385
968 960 374
967 440 367
967 446 366
489 448 381
462 453 388
478 457 395
446 448 389
452 436 386
375 355 317
380 356 312
483 468 386
482 472 385
482 475 391
475 469 390
451 439 371
457 453 379
474 462 393
481 458 397
482 487 384
474 445 369
474 452 385
471 448 395
477 465 399
427 425 375
412 398 356
421 401 359
877 953 365
967 968 454
967 967 572
967 967 754
968 968 952
967 967 957
965 965 940
491 457 399
480 463 393
499 464 387
429 403 354
448 439 380
405 386 339
476 455 400
471 462 399
477 468 405
745 459 391
967 964 381
967 967 939
968 968 957
965 963 344
967 953 360
965 414 351
460 439 371
484 463 399
475 461 396
482 460 397
486 469 398
487 462 399
478 467 399
483 452 398
473 459 962
462 652 963
465 614 962
459 457 399
466 460 398
467 455 395
477 467 398
470 448 393
473 460 393
478 463 390
474 465 386
477 467 399
487 470 400
484 468 401
488 473 403
500 475 399
492 469 404
485 471 399
479 463 401
484 467 399
481 467 399
479 467 400
482 465 402
452 447 388
471 463 395
460 448 385
434 433 397
425 433 396
426 433 379
411 414 353
411 407 344
414 407 338
475 454 364
421 396 343
431 419 364
407 385 337
474 455 392
480 468 399
478 463 395
475 451 383
473 460 399
475 463 399
469 473 397
480 472 398
482 469 399
481 470 393
474 479 401
465 470 401
437 433 370
438 556 352
886 967 958
967 967 958
967 968 963
967 967 963
967 967 962
967 964 952
953 967 961
482 463 963
486 461 393
478 457 384
484 460 395
487 469 396
479 467 385
437 415 353
455 449 383
959 964 959
966 967 962
967 968 963
967 967 389
957 645 351
965 467 391
481 459 399
465 456 389
460 441 391
447 447 380
448 424 369
469 476 397
466 464 405
471 468 393
491 470 398
482 463 396
463 462 391
474 456 389
482 463 399
483 463 383
484 467 393
487 461 386
475 469 399
484 465 402
476 478 407
483 478 395
438 427 367
441 435 376
475 608 962
403 397 748
438 432 442
404 406 423
422 424 413
431 433 388
402 403 373
608 956 958
944 963 961
961 967 962
964 968 960
966 968 961
967 966 960
967 967 962
954 467 346
405 387 340
445 423 363
472 465 401
475 463 388
485 467 400
458 445 384
465 457 396
473 454 398
476 465 399
441 427 370
457 455 392
415 421 364
428 421 362
733 431 370
964 965 960
961 962 952
960 956 943
967 968 964
967 967 961
967 968 962
968 969 963
968 968 963
968 630 398
477 467 393
415 390 343
399 388 340
478 470 408
477 473 402
470 464 394
469 456 401
483 468 391
469 451 385
459 447 385
441 441 382
471 459 396
963 460 396
967 457 400
463 452 399
478 455 398
481 457 399
483 448 392
482 456 392
482 457 395
469 449 396
469 463 397
467 459 404
459 460 407
463 460 394
464 451 383
485 463 394
481 464 395
475 462 395
467 451 399
479 470 402
475 469 408
495 476 395
482 467 399
446 415 344
967 425 360
962 401 331
967 684 353
966 446 382
449 418 359
440 416 359
432 403 359
392 376 330
477 475 399
