S1 S2 S3
0 0 0
256 359 372
256 354 366
259 364 371
256 354 362
244 342 356
231 327 349
239 335 352
233 332 354
241 341 357
246 342 362
231 329 348
244 341 355
246 345 359
256 367 379
243 343 358
238 340 351
270 403 964
965 967 964
965 967 963
965 967 964
962 964 959
963 965 961
963 965 962
965 967 964
964 967 965
960 963 960
963 966 964
965 967 965
960 964 960
964 967 963
958 962 957
948 957 950
864 948 896
215 391 576
214 316 347
220 325 350
256 368 391
250 367 384
248 366 382
248 364 382
245 366 382
247 363 380
246 362 381
248 361 381
246 359 382
248 359 382
245 357 385
248 359 387
249 358 382
245 352 375
248 357 382
248 361 386
246 353 376
247 359 377
243 346 370
248 354 377
654 359 382
257 358 380
245 356 378
244 348 372
243 350 370
244 348 371
243 348 370
244 352 376
240 343 367
228 330 358
235 337 364
225 327 354
222 325 353
220 322 355
216 315 346
212 317 345
210 308 342
207 304 341
214 313 345
216 316 347
250 358 384
249 358 380
248 361 382
239 345 368
248 350 374
236 339 364
246 357 377
231 333 513
241 345 963
231 334 364
229 330 354
233 341 482
231 338 361
235 338 960
239 344 366
229 338 356
226 329 353
235 338 362
246 357 962
228 962 957
964 967 963
955 960 954
965 967 964
956 961 948
963 965 960
964 967 576
965 969 954
965 969 966
958 962 956
963 966 963
965 967 964
245 358 964
246 438 367
248 354 378
246 355 378
231 334 358
241 346 366
247 353 376
248 356 377
248 354 376
221 316 344
246 342 362
244 345 364
250 355 377
246 355 374
246 352 376
246 352 376
245 353 376
246 354 373
244 352 380
246 350 372
250 353 377
247 352 372
247 354 367
248 355 374
239 341 369
224 323 351
225 322 351
246 352 376
247 355 378
247 356 375
247 354 374
248 352 376
245 354 375
247 353 374
242 345 367
216 313 340
246 355 378
246 352 372
244 353 374
243 352 372
244 356 372
244 352 373
244 355 372
243 354 373
245 352 372
243 351 371
245 353 372
221 320 347
237 342 362
217 316 342
228 331 354
243 353 373
244 353 372
243 351 371
242 350 372
243 352 372
231 335 357
242 353 373
242 346 963
242 351 965
242 353 965
237 345 963
242 419 965
242 864 965
243 965 965
241 352 370
241 352 371
243 353 374
242 353 373
245 351 373
243 352 371
243 353 373
244 350 370
961 352 373
551 353 377
250 353 371
245 354 377
244 354 376
245 355 376
244 354 374
245 355 372
245 351 370
233 323 351
231 327 349
222 320 342
216 312 337
211 309 334
213 312 335
235 339 359
250 352 382
216 308 340
248 356 374
249 356 379
250 356 378
249 354 377
249 356 376
247 356 381
248 358 380
249 356 377
251 354 379
250 357 379
231 327 356
256 353 376
256 356 378
248 354 377
233 332 361
243 349 372
244 354 964
964 968 965
965 969 965
965 969 966
965 969 966
965 969 966
962 966 962
965 968 966
965 968 965
965 967 962
965 967 946
965 966 961
965 967 963
966 969 965
963 965 961
965 967 963
965 967 964
335 967 965
250 355 382
249 357 380
248 351 377
249 359 380
256 360 377
248 359 378
250 355 374
249 354 374
249 356 376
250 356 374
250 352 368
243 342 360
248 340 358
248 345 365
250 354 374
239 334 357
259 356 371
257 354 374
256 348 376
256 358 384
257 358 381
256 352 383
258 361 382
233 323 353
236 327 354
257 355 372
256 357 376
256 353 373
256 354 374
256 354 376
240 330 355
238 327 351
258 354 379
256 556 378
258 968 966
258 968 965
963 968 966
964 967 964
963 966 963
963 966 963
959 968 965
256 474 963
256 347 374
259 350 374
256 361 378
256 357 376
256 351 374
256 354 380
256 348 371
262 350 378
965 962 380
965 968 965
965 968 965
965 969 966
965 969 965
965 969 966
965 968 965
965 968 965
250 967 965
250 347 535
256 354 383
256 357 380
256 351 369
256 360 378
256 358 377
256 350 369
256 349 367
965 348 368
964 343 364
955 352 367
256 357 375
256 355 378
256 355 377
256 356 377
256 352 376
256 354 376
