blue 108 79 46
blue 115 79 49
blue 117 80 53
blue 122 80 45
blue 123 84 39
blue 124 84 36
blue 127 87 46
green 86 137 13
green 89 141 7
green 92 139 23
green 95 137 14
green 99 141 2
green 99 142 16
green 99 143 7
red 81 36 199
red 82 28 202
red 85 29 207
red 87 34 200
red 88 42 197
red 88 43 188
red 89 45 196
