S1 S2 S3
0 0 0
327 423 344
332 436 348
329 431 342
327 431 335
327 966 338
305 963 957
304 964 960
964 966 961
964 966 960
964 966 960
964 966 960
964 966 961
964 966 961
339 966 961
326 966 332
327 435 348
330 434 349
332 434 352
324 422 350
334 436 353
323 435 352
333 436 347
315 405 325
322 416 326
333 428 342
329 423 341
330 439 345
292 388 323
324 426 345
287 370 323
330 434 348
335 435 349
332 436 350
325 413 490
334 427 961
329 966 961
395 966 960
326 965 960
326 428 961
329 433 490
332 436 349
332 435 346
334 438 350
337 436 351
335 442 350
320 425 350
335 432 350
331 438 348
334 435 349
334 435 350
328 427 344
331 433 351
332 433 348
331 438 350
322 440 354
338 430 961
847 967 961
964 966 961
964 966 961
964 966 960
964 966 961
964 966 961
965 966 961
965 966 961
964 966 961
337 966 961
323 966 961
334 433 961
340 437 961
334 434 515
333 432 348
332 438 350
335 419 352
332 433 348
333 435 350
333 422 350
334 431 338
324 422 344
327 422 348
337 440 345
335 442 352
309 395 320
330 408 320
337 423 330
332 431 342
333 435 349
329 433 347
326 434 350
325 434 349
322 437 347
325 435 349
330 433 903
960 952 960
964 965 958
964 965 958
960 961 954
962 965 960
963 965 961
964 966 961
964 966 961
964 966 961
964 967 952
964 962 339
964 438 348
325 419 338
957 437 350
964 431 352
964 965 331
964 966 370
964 966 961
964 966 961
964 966 961
964 966 961
964 966 961
964 966 961
964 966 961
964 965 960
602 964 960
320 965 961
320 430 957
309 386 952
337 440 349
338 431 343
313 396 312
337 442 352
341 440 352
335 438 352
340 442 355
333 429 347
339 445 352
278 361 290
339 440 352
339 441 353
339 440 352
335 440 351
335 437 354
333 441 352
333 440 353
330 440 341
335 440 349
335 436 351
337 427 351
338 441 353
326 438 354
339 442 342
334 428 354
327 446 354
335 443 355
338 443 348
338 445 356
344 445 357
272 355 286
339 444 346
325 437 358
340 443 355
335 445 354
333 440 352
334 440 356
341 438 353
334 442 352
332 443 352
333 428 350
338 435 354
954 396 317
964 966 338
964 966 339
964 962 335
964 428 339
964 428 346
655 431 346
334 429 346
326 434 349
334 436 350
335 429 352
324 435 339
339 442 350
339 442 351
328 444 341
342 446 357
327 445 342
342 437 357
340 444 350
335 444 351
338 440 356
335 436 348
340 441 352
340 436 349
328 411 337
283 365 298
341 428 341
338 444 357
341 430 355
341 443 357
335 431 359
340 444 355
324 436 354
293 377 317
334 417 339
965 966 350
961 963 956
964 966 960
964 965 958
964 966 961
965 966 961
964 966 961
964 966 961
964 961 339
335 434 346
335 434 348
339 445 355
335 440 352
335 444 354
335 445 354
344 443 354
342 440 354
339 444 350
340 440 352
335 442 354
337 447 355
338 428 357
337 439 354
329 441 344
339 440 356
339 427 354
339 441 353
341 445 354
338 447 344
340 441 350
341 448 358
340 445 357
339 444 355
340 444 354
947 441 352
964 440 351
964 433 351
964 647 347
964 966 339
964 967 346
964 967 335
964 436 350
964 966 355
963 966 364
964 966 352
964 436 349
964 433 347
335 435 354
334 433 348
334 417 341
335 427 346
339 437 352
335 431 341
338 431 350
334 435 351
335 436 339
337 438 349
339 435 351
337 435 350
322 438 352
333 437 338
333 434 351
335 439 352
337 435 352
320 434 342
335 437 349
335 437 348
332 434 340
317 423 344
333 432 345
335 437 348
333 431 349
324 436 348
332 425 349
327 421 330
317 421 332
330 413 339
337 428 347
327 405 324
303 392 312
313 401 320
332 418 332
345 444 357
344 445 358
345 445 357
342 440 352
343 444 343
333 444 356
338 444 355
339 436 354
321 442 350
335 441 349
337 431 352
337 422 348
312 394 313
325 399 314
323 408 324
334 416 327
335 438 349
338 433 346
309 388 335
332 439 352
338 428 345
339 444 357
339 442 356
342 428 350
332 433 344
