S1 S2 S3
0 0 0
179 228 257
177 227 260
179 228 257
178 225 256
178 228 256
180 226 256
181 228 257
180 226 256
180 227 257
178 227 257
178 226 256
179 226 257
177 228 256
178 227 258
180 226 256
177 226 256
178 226 256
184 227 256
179 228 256
181 230 258
182 230 259
180 231 258
181 228 260
181 229 259
184 229 260
182 229 258
176 227 258
175 227 258
177 224 256
177 224 256
176 224 256
177 225 256
175 227 256
175 225 256
175 224 256
175 224 256
174 222 256
178 222 256
183 225 256
185 227 256
174 281 256
175 221 316
175 223 256
176 223 256
174 224 258
175 224 256
175 224 256
174 222 256
166 210 243
158 199 234
166 211 241
175 223 256
173 224 250
175 225 251
175 222 252
175 224 251
175 224 252
175 222 256
177 222 250
174 222 252
178 222 256
175 221 256
175 222 256
172 222 252
172 221 256
174 220 252
174 225 256
398 221 256
960 219 256
962 222 256
962 223 256
962 223 256
962 805 256
962 963 256
962 964 256
962 964 260
220 229 962
175 224 956
178 223 303
179 226 257
178 224 256
182 228 256
178 221 256
181 228 260
176 231 258
181 238 320
180 256 256
180 228 258
172 221 258
174 223 258
177 226 259
180 227 258
180 227 257
180 225 256
178 220 248
177 225 256
178 225 256
178 223 256
179 225 256
179 226 256
179 231 257
177 228 256
178 226 256
179 227 257
179 230 256
177 228 256
157 199 232
177 227 258
179 225 257
177 225 256
151 194 956
256 954 956
957 960 959
727 953 956
152 465 956
150 194 728
155 196 233
156 197 232
156 196 233
156 197 234
156 197 234
160 200 236
157 202 236
154 198 234
153 196 233
153 195 231
164 207 239
154 196 229
152 193 228
152 193 227
152 192 227
152 193 228
154 194 230
154 195 231
156 199 251
158 202 237
159 203 237
175 224 257
175 227 952
178 467 962
176 231 962
178 224 962
175 225 962
178 224 962
175 222 962
175 222 961
175 227 256
175 224 256
175 224 256
175 223 256
176 222 256
175 223 256
175 223 256
174 224 256
179 221 256
175 221 256
175 221 256
175 222 256
174 223 256
177 221 256
176 222 256
179 630 962
962 964 962
962 963 961
962 963 962
962 964 962
962 964 962
962 964 962
962 964 961
162 206 238
146 188 225
153 195 231
167 211 243
174 221 252
174 222 252
174 221 256
158 199 234
173 220 256
173 222 252
172 220 250
174 221 251
172 222 256
172 222 251
172 222 251
174 221 256
174 221 252
173 220 256
174 219 958
962 963 962
962 964 962
961 960 959
962 964 256
962 963 248
962 964 256
962 961 250
962 634 252
962 232 256
962 220 251
962 222 256
962 221 256
962 962 256
962 963 252
962 964 252
962 964 251
962 963 247
961 960 298
958 958 236
961 220 256
213 271 243
953 961 961
962 964 962
962 963 962
962 963 962
962 964 962
962 964 962
961 963 962
758 962 962
175 221 517
175 221 256
174 222 256
174 221 251
174 222 250
174 221 256
174 224 256
173 221 256
174 224 961
175 221 962
163 960 943
178 963 962
962 964 962
962 964 962
962 964 962
962 964 963
962 963 962
962 963 962
962 964 962
962 964 962
175 222 256
175 222 256
175 222 256
178 222 256
175 224 256
175 222 251
173 222 256
174 222 256
174 223 256
175 222 252
175 226 256
174 223 256
175 224 256
175 224 256
174 221 256
174 222 256
175 221 252
174 222 256
174 222 256
174 220 250
175 222 256
175 222 256
175 222 256
175 228 256
175 222 256
158 201 236
174 221 251
175 222 256
175 223 256
177 222 256
178 224 256
175 224 256
175 223 257
175 224 256
175 225 256
175 224 256
175 223 256
174 222 256
174 219 248
173 218 248
175 224 256
176 224 256
175 224 256
164 207 242
177 224 256
175 224 256
177 224 256
176 224 256
175 226 256
175 226 256
175 227 256
176 225 256
175 225 256
175 224 256
177 224 252
174 220 251
173 222 256
175 224 256
174 224 256
175 222 256
175 221 256
176 225 256
174 225 256
175 224 256
175 223 256
174 222 256
175 224 256
174 225 256
173 222 256
172 222 256
173 224 256
173 223 256
174 222 256
174 222 256
174 223 256
962 964 962
962 964 963
962 964 963
962 964 963
962 964 963
962 964 962
962 964 963
962 964 962
955 957 342
953 956 955
961 961 960
962 962 256
962 222 962
174 221 962
173 222 961
358 963 962
957 959 958
962 964 963
962 964 963
962 964 963
174 221 256
175 224 256
174 221 256
174 222 256
175 223 256
175 224 256
175 223 256
174 224 256
157 202 234
174 222 256
188 222 256
177 221 256
175 225 256
173 222 256
174 223 256
175 221 256
174 224 256
173 223 256
175 224 256
173 224 256
174 223 256
175 223 256
174 222 256
174 224 256
158 199 235
177 221 256
175 223 256
175 221 256
174 223 256
172 224 256
174 222 256
174 223 256
174 223 256
962 224 256
962 223 256
962 222 256
962 222 256
962 233 256
962 941 256
962 963 256
962 950 256
174 223 256
175 223 256
174 226 256
150 198 233
175 223 256
174 222 256
178 225 256
175 227 256
175 225 256
175 224 258
176 224 256
598 228 256
962 963 963
962 963 963
962 963 963
962 963 962
962 963 963
962 964 963
962 964 963
175 224 256
175 222 256
175 226 256
179 227 256
179 223 256
177 224 256
179 225 257
178 222 256
178 223 257
181 224 258
177 224 257
176 224 256
177 225 256
172 207 239
176 222 256
175 222 256
961 963 962
962 964 962
962 964 963
962 964 963
958 957 558
962 963 251
962 963 252
962 774 256
962 221 256
962 223 257
879 221 256
175 224 256
174 221 330
174 222 256
175 225 256
175 223 256
175 225 256
178 224 256
177 225 256
175 224 256
176 223 256
177 224 256
175 222 256
175 221 256
175 224 256
177 223 257
948 221 256
962 218 251
180 217 250
173 214 252
171 213 248
174 216 256
175 225 256
175 222 256
175 222 256
962 223 256
962 964 822
962 964 962
961 962 959
962 964 963
952 956 958
962 963 963
962 963 963
962 963 963
962 964 963
962 964 963
962 964 963
861 964 963
177 964 963
175 226 963
167 215 247
175 224 256
175 226 256
165 212 244
176 226 256
177 225 256
175 226 256
175 224 256
176 223 256
175 223 256
175 220 256
174 224 257
172 218 252
174 222 260
