ID TIME BLK %CPU CHAINDATASIZE
214 61.906 7 203988 12.97
214 107.711 10 237848 13.72
214 152.58 13 274836 14.41
214 195.913 16 294067 14.95
214 241.447 19 317309 15.5
214 286.777 22 350570 16.16
