ID TIME BLK #BLOCKS
222 20.185 3 1
222 25.997 3 3
222 35.003 4 4
222 50.206 5 1
222 62.411 6 1
222 64.886 6 1
222 76.374 7 1
222 92.335 8 1
222 94.23 8 1
222 107.3 9 1
222 123.564 10 1
222 140.876 11 1
222 155.475 12 1
222 220.756 15 3
222 269.569 18 8
222 284.634 19 1
222 309.098 21 3
222 318.647 22 1
222 331.953 23 1
222 341.282 23 1
222 355.995 24 1
222 372.733 25 1
222 388.643 26 2
222 408.451 28 2
222 421.429 29 1
222 431.819 29 1
222 437.899 30 2
222 451.441 31 1
222 466.502 32 1
222 482.338 33 1
222 498.225 34 1
222 508.277 34 1
222 514.206 35 1
