ID TIME BLK CHAINDATASIZE %CPU
217 55.228 6 187557 18.1
217 155.249 12 207909 21.45
217 160.968 13 210037 21.73
217 223.127 17 231132 24.57
217 270.604 20 252241 25.34
217 313.099 23 269207 26.96
217 341.168 25 276198 27.77
