ID TIME BLK DETAIL
217 1591888643.164 37 SETUP: Synced Time
217 1591888644.123 37 SETUP: Peered to PC
217 1591888680.893 40 SETUP: Smart Contract Received at Block 40
217 14.045 40 STARTED EXPERIMENT
217 28.709 40 Added 214
217 33.102 42 Added 213
217 34.742 42 Killed 214 @ age 2.44
217 38.689 42 Killed 213 @ age 2.13
217 41.364 42 Added 226
217 45.034 42 Killed 226 @ age 2.41
217 48.54 43 Added 226
217 51.479 43 Killed 226 @ age 2.20
217 71.045 43 Added 226
217 72.375 43 Added 214
217 74.701 43 Killed 214 @ age 2.10
217 75.063 43 Killed 226 @ age 2.54
217 82.593 45 Voted: 0.3004807692307692; Status: 1
217 98.865 45 Added 226
217 102.889 46 Killed 226 @ age 2.40
217 161.388 49 Voted: 0.3744343891402715; Status: 1
217 172.214 50 Added 226
217 174.864 50 Killed 226 @ age 2.31
217 187.877 50 Added 211
217 190.902 50 Killed 211 @ age 2.04
217 231.179 51 Added 211
217 235.802 51 Killed 211 @ age 2.53
217 281.758 53 Voted: 0.3422693266832918; Status: 1
217 290.404 53 Added 214
217 293.187 53 Killed 214 @ age 2.22
217 304.282 53 Added 211
217 307.937 53 Killed 211 @ age 2.37
217 315.776 56 Voted: 0.3379424778761062; Status: 1
217 331.47 56 Added 214
217 335.441 56 Added 209
217 335.723 56 Killed 214 @ age 2.11
217 345.556 56 Killed 209 @ age 2.37
217 355.672 56 Added 218
217 357.984 56 Killed 218 @ age 2.11
217 369.518 58 Voted: 0.34289746001881466; Status: 1
217 381.06 58 Added 222
217 384.359 58 Killed 222 @ age 2.18
217 437.184 61 Voted: 0.3610891870560379; Status: 1
217 449.904 61 Added 210
217 450.952 62 Voted: 0.36944869831546706; Status: 1
217 452.929 62 Killed 210 @ age 2.28
217 464.672 62 Added 211
217 466.638 62 Added 222
217 469.609 62 Killed 222 @ age 2.42
217 471.343 63 Killed 211 @ age 2.32
217 473.442 63 Added 213
217 479.278 63 Added 218
217 479.493 63 Killed 213 @ age 3.98
217 480.501 63 Added 213
217 483.391 63 Killed 218 @ age 2.43
217 484.694 63 Killed 213 @ age 2.66
217 515.01 64 Added 224
217 518.01 64 Killed 224 @ age 2.48
217 520.649 65 Voted: 0.3664904163912756; Status: 1
217 521.104 65 Added 210
217 522.306 66 Added 213
217 526.42 66 Killed 210 @ age 2.11
217 526.738 66 Killed 213 @ age 2.13
217 555.816 66 Added 224
217 556.784 66 Added 214
217 559.482 66 Killed 224 @ age 2.19
217 561.595 67 Killed 214 @ age 2.64
217 565.648 68 Voted: 0.36620145631067963; Status: 1
217 581.148 69 Voted: 0.36414648552864737; Status: 1
217 615.255 70 Added 209
217 617.341 70 Killed 209 @ age 2.16
217 627.493 70 Added 211
217 631.147 70 Killed 211 @ age 2.31
217 639.67 70 Added 218
217 641.323 70 Added 210
217 642.988 70 Killed 218 @ age 2.22
217 645.426 70 Killed 210 @ age 2.01
217 652.195 70 Added 209
217 654.517 73 Voted: 0.35015690376569036; Status: 1
217 678.439 74 Voted: 0.3520949015648662; Status: 1
217 684.646 74 Killed 209 @ age 2.48
217 706.233 75 Added 209
217 706.357 75 Added 226
217 711.038 75 Killed 226 @ age 2.56
217 721.089 76 Added 210
217 724.451 76 Killed 210 @ age 2.42
217 727.524 76 Added 210
217 727.858 76 Killed 209 @ age 2.45
217 731.651 77 Voted: 0.3455607476635514; Status: 1
217 731.704 77 Killed 210 @ age 2.20
217 749.389 77 Added 209
217 774.457 80 Voted: 0.3364918466284707; Status: 1
217 776.802 80 Added 213
217 781.17 80 Killed 213 @ age 2.33
217 806.58 82 Voted: 0.340169133192389; Status: 1
217 807.671 82 Added 214
217 810.958 82 Killed 214 @ age 2.25
217 812.997 82 Added 214
217 816.631 82 Killed 214 @ age 2.15
217 827.405 82 Killed 209 @ age 2.41
217 827.85 82 Added 209
217 843.816 83 Killed 209 @ age 2.10
217 853.933 84 Voted: 0.3441869756292449; Status: 1
217 868.46 84 Added 226
217 868.792 84 Added 209
217 872.504 85 Killed 226 @ age 2.30
217 896.252 87 Voted: 0.3356816450875857; Status: 1
217 905.178 87 Added 211
217 907.426 87 Killed 211 @ age 2.19
217 920.704 88 Killed 209 @ age 2.49
217 921.726 88 Added 209
217 923.72 88 Added 226
217 928.041 89 Killed 226 @ age 2.13
217 928.898 89 Killed 209 @ age 2.01
217 929.247 89 Added 226
217 932.118 89 Killed 226 @ age 2.14
217 942.937 90 Voted: 0.3380969609261939; Status: 1
217 951.378 90 Added 209
217 978.27 92 Added 222
217 981.923 92 Killed 222 @ age 2.17
217 983.983 92 Killed 209 @ age 2.27
217 986.011 92 Added 209
217 988.04 93 Voted: 0.34442911348740946; Status: 1
217 989.847 93 Killed 209 @ age 2.65
217 1005.479 94 Added 224
217 1009.447 94 Killed 224 @ age 2.17
217 1026.916 94 Added 213
217 1028.208 94 Added 218
217 1029.415 94 Killed 213 @ age 2.18
217 1031.423 95 Killed 218 @ age 2.01
217 1043.368 96 Added 226
217 1043.766 96 Added 209
217 1047.635 97 Killed 209 @ age 2.55
217 1047.745 97 Voted: 0.3330624187256177; Status: 1
217 1049.639 97 Added 209
217 1051.192 97 Killed 226 @ age 2.14
217 1091.364 100 Voted: 0.32434538653366585; Status: 1
217 1115.535 101 Added 211
217 1119.191 101 Killed 211 @ age 2.53
217 1123.374 102 Voted: 0.3152075128748864; Status: 1
217 1152.467 103 Added 224
217 1155.764 103 Killed 224 @ age 2.29
217 1161.482 103 Added 210
217 1164.476 103 Killed 210 @ age 2.42
