ID TIME BLK #BLOCKS
211 41.038 42 2
211 60.456 43 1
211 65.485 44 1
211 76.279 45 1
211 120.882 46 1
211 190.232 47 1
211 196.28 51 4
211 271.043 53 2
211 277.739 55 2
211 315.916 56 1
211 331.407 57 1
211 382.134 57 1
211 391.105 58 2
211 421.429 59 1
211 430.597 60 1
211 453.505 59 1
211 472.128 62 2
211 479.631 63 1
211 484.516 64 1
211 510.072 65 1
211 551.66 66 1
211 620.673 66 1
211 624.964 71 5
211 632.122 72 1
211 653.286 72 1
211 655.515 73 1
211 664.441 73 1
211 677.73 74 1
211 694.552 75 1
211 711.37 76 1
211 725.227 77 1
211 750.644 78 1
211 756.147 79 1
211 760.554 79 1
211 777.311 80 1
211 782.56 80 2
211 791.27 81 1
211 813.627 82 1
211 821.193 83 1
211 826.199 82 1
211 837.32 83 1
211 853.751 84 1
211 856.194 84 2
211 869.232 85 1
211 873.934 85 2
211 882.136 86 1
211 885.412 86 1
211 889.565 86 1
211 896.644 87 1
211 899.203 87 1
211 913.553 88 1
211 927.551 89 1
211 944.312 90 1
211 960.642 91 2
211 972.412 92 2
211 1000.717 93 1
211 1004.706 94 1
211 1017.517 95 1
211 1024.107 95 1
211 1033.079 96 1
211 1071.148 98 1
211 1073.276 98 1
211 1077.032 99 1
211 1092.097 100 1
211 1107.712 101 1
211 1123.327 102 1
211 1150.212 102 1
211 1156.186 103 1
211 1201.017 104 2
211 1210.007 104 3
211 1218.374 105 1
211 1221.994 105 1
211 1235.228 106 1
211 1261.27 107 2
211 1266.507 107 2
211 1280.677 108 1
211 1284.929 108 1
211 1295.526 109 1
211 1310.067 110 1
211 1314.224 110 1
211 1328.658 111 1
211 1369.286 110 1
211 1372.488 113 2
211 1382.632 114 3
211 1407.446 116 5
211 1418.866 117 1
211 1422.161 117 1
211 1434.942 118 1
211 1450.6 119 1
211 1501.068 119 1
211 1508.923 121 2
211 1641.279 125 4
