ID TIME BLK VOTE
224 77.773 4 None
224 121.779 4 None
224 167.648 6 None
224 211.981 6 None
224 257.061 9 None
224 302.006 11 None
224 383.092 14 2616279
224 392.131 14 None
224 437.094 17 None
224 482.139 19 None
224 527.177 19 None
