ID TIME BLK #BLOCKS
214 26.222 3 1
214 32.408 4 1
214 48.491 4 1
214 53.111 5 1
214 55.848 5 1
214 67.422 5 1
214 83.531 6 1
214 105.663 8 3
214 121.505 9 1
214 127.543 9 1
214 131.33 10 1
214 145.585 11 1
214 162.502 12 1
214 174.62 12 3
214 210.373 15 4
214 222.545 16 1
214 235.242 17 1
214 246.148 17 2
214 264.867 18 1
214 287.763 20 2
214 320.794 22 6
214 404.777 28 6
214 471.658 32 6
214 498.277 34 3
214 523.212 34 2
214 534.883 35 1
214 546.478 36 1
214 558.386 38 3
214 569.978 38 2
214 574.515 39 1
214 597.778 40 1
214 622.662 42 2
214 653.652 43 1
