ID TIME BLK #BUFFER #GETH #ALLOWED BUFFERPEERS GETHPEERS ALLOWED
214 7.047 4 0 0 0   
214 7.334 4 0 0 0   
214 7.861 4 0 0 0   
214 8.333 4 0 0 0   
214 8.865 4 0 0 0   
214 9.333 4 0 0 0   
214 9.865 4 0 0 0   
214 10.336 4 0 0 0   
214 10.839 4 0 0 0   
214 11.335 4 0 0 0   
214 11.849 4 0 0 0   
214 12.339 4 0 0 0   
214 12.896 4 0 1 1 226  226
214 13.353 4 1 1 1 226 226 226
214 13.89 4 1 1 1 226 226 226
214 14.365 4 1 1 1 226 226 226
214 14.882 4 1 1 1 226 226 226
214 15.361 4 1 1 1 226 226 226
214 15.91 4 1 1 1 226 226 226
214 16.387 4 1 1 1 226 226 226
214 16.857 4 1 1 1 226 226 226
214 17.386 4 1 1 1 226 226 226
214 17.882 4 1 1 1 226 226 226
214 18.385 5 1 1 1 226 226 226
214 18.927 5 1 1 1 226 226 226
214 19.759 5 1 0 0  226 
214 20.139 5 1 0 0  226 
214 20.571 5 1 0 0  226 
214 21.113 5 1 0 0  226 
214 21.632 5 1 0 0  226 
214 22.189 5 1 0 0  226 
214 22.623 5 1 0 0  226 
214 23.17 5 1 0 0  226 
214 23.868 5 1 1 1 210 226 210
214 24.404 5 1 1 1 210 226 210
214 24.894 5 2 1 1 210 226;210 210
214 25.444 5 2 1 1 210 226;210 210
214 25.978 5 2 2 2 210;209 226;210 210;209
214 26.705 5 3 2 2 210;209 226;209;210 210;209
214 27.396 5 2 1 1 209 209;210 209
214 27.847 5 2 1 1 209 209;210 209
214 28.768 5 2 1 1 209 209;210 209
214 29.411 5 2 1 1 209 209;210 209
214 29.858 5 2 1 1 209 209;210 209
214 30.367 5 2 1 1 209 209;210 209
214 31.293 6 2 1 1 209 209;210 209
214 31.933 6 2 2 2 209;210 209;210 210;209
214 32.534 6 2 2 2 209;210 209;210 210;209
214 32.973 6 2 2 2 209;210 209;210 210;209
214 33.563 6 2 2 2 209;210 209;210 210;209
214 34.223 6 2 2 2 209;210 209;210 210;209
214 34.701 6 2 2 2 209;210 209;210 210;209
214 35.274 6 2 2 2 209;210 209;210 210;209
214 36.237 6 2 2 2 209;210 209;210 210;209
214 36.923 6 2 2 2 209;210 209;210 210;209
214 38.021 6 2 1 1 210 209;210 210
214 38.503 6 2 1 1 210 209;210 210
214 39.43 6 2 1 0 211 209;210 
214 40.483 6 3 2 2 211;210 211;209;210 211;210
214 41.281 6 3 2 2 211;210 211;209;210 211;210
214 42.101 6 3 2 2 211;210 211;209;210 211;210
214 43.105 6 3 2 2 211;210 211;209;210 211;210
214 44.34 6 3 3 1 211;210;209 211;209;210 210
214 45.329 6 3 4 3 211;210;209;226 211;209;210 210;226;209
214 47.255 7 3 3 3 210;209;226 211;209;210 210;226;209
214 50.235 7 3 3 3 209;211;213 211;209;210 213;209;211
214 51.98 7 3 3 3 209;211;213 211;209;210 213;209;211
214 54.845 7 4 2 2 211;213 211;209;213;210 213;211
