ID TIME BLK %CPU CHAINDATASIZE
213 18.705 5 187611 33.17
213 28.883 5 187611 33.19
213 38.724 5 187611 33.21
213 48.718 5 187611 33.19
213 58.749 5 187611 33.18
213 68.802 5 187611 33.17
213 87.717 8 192871 33.23
213 88.988 8 192871 33.24
213 98.746 8 192975 33.22
213 108.91 8 192975 33.21
213 118.802 8 192975 33.22
213 128.791 8 192975 33.21
213 138.81 8 192975 33.19
213 148.961 8 192975 33.21
213 281.65 16 219290 33.57
213 385.839 22 237997 33.92
213 398.817 23 240286 34.0
213 399.403 23 240286 34.01
213 409.529 23 240598 34.07
213 425.984 25 255635 34.17
213 429.217 25 255739 34.18
213 439.227 25 255739 34.16
213 486.485 28 260650 34.32
213 486.859 28 260650 34.32
213 496.769 28 260650 34.35
213 507.392 29 263854 34.41
213 517.023 29 263958 34.43
213 526.788 29 263958 34.47
