ID TIME BLK VOTE
209 51.166 4 None
209 96.51 4 None
209 167.15 13 3633004
209 251.518 17 3207024
209 311.61 20 2594339
209 326.316 22 2348156
209 359.029 22 None
209 416.462 28 2846930
